local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-46.002915262057144,-23.300886447555563,19.6,"[0, 5, 7, 9, 10, 11, 16, 18, 21, 23, 27, 28, 29, 32, 35, 37, 38, 40, 44, 53, 54, 55, 59, 62, 63, 68, 69, 71, 72, 75, 76, 77, 88, 91, 93]","[0, 3, 5, 7, 9, 10, 11, 16, 18, 20, 21, 23, 25, 26, 27, 28, 29, 32, 35, 37, 38, 40, 44, 46, 50, 53, 54, 55, 57, 59, 60, 62, 63, 65, 66, 68, 69, 71, 72, 73, 74, 75, 76, 77, 81, 82, 84, 87, 88, 89, 91, 93]"
1,-45.9151386185627,-23.321266034411597,33.39,"[1, 15, 17, 39, 42, 92, 98]","[1, 13, 15, 17, 19, 20, 39, 42, 45, 52, 78, 82, 92, 97, 98]"
2,-45.834825370505506,-23.354189245119223,81.3,"[2, 4, 79, 83]","[2, 4, 79, 83, 85]"
3,-46.034687259841945,-23.318978737390538,92.7,"[3, 9, 11, 21, 23, 27, 29, 32, 40, 44, 53, 54, 55, 62, 63, 65, 68, 69, 74, 76, 81, 89, 91]","[0, 3, 5, 7, 9, 10, 11, 16, 18, 21, 23, 25, 26, 27, 28, 29, 32, 35, 37, 38, 40, 44, 53, 54, 55, 59, 60, 62, 63, 65, 68, 69, 71, 72, 73, 74, 75, 76, 77, 81, 88, 89, 91, 93]"
4,-45.81883894955156,-23.341809186705703,77.31,"[2, 4, 79, 83, 85]","[2, 4, 79, 83, 85]"
5,-45.997795759866214,-23.305477156626868,87.91,"[0, 5, 7, 9, 11, 16, 18, 21, 23, 25, 27, 28, 29, 32, 35, 37, 38, 40, 44, 53, 54, 55, 59, 63, 68, 71, 72, 75, 76, 77, 84, 88, 91, 93]","[0, 3, 5, 7, 9, 10, 11, 16, 18, 20, 21, 23, 25, 26, 27, 28, 29, 32, 35, 37, 38, 40, 44, 45, 46, 50, 53, 54, 55, 57, 59, 62, 63, 65, 66, 68, 69, 71, 72, 73, 74, 75, 76, 77, 81, 82, 84, 87, 88, 91, 93]"
6,-46.01622596402944,-23.38053601038544,35.69,"[6, 47, 80, 90, 94, 95]","[6, 34, 47, 80, 90, 94, 95]"
7,-46.011547024956386,-23.286903225546485,77.97,"[0, 5, 7, 10, 11, 16, 18, 21, 23, 26, 27, 28, 35, 40, 44, 53, 54, 55, 59, 62, 63, 65, 68, 71, 72, 75, 76, 77, 81, 88, 91, 93]","[0, 3, 5, 7, 9, 10, 11, 16, 18, 21, 23, 26, 27, 28, 29, 32, 35, 37, 38, 40, 44, 50, 53, 54, 55, 59, 60, 62, 63, 65, 68, 69, 71, 72, 74, 75, 76, 77, 81, 84, 88, 89, 91, 93]"
8,-46.09571610401477,-23.38101161011681,22.09,"[8, 12, 33, 36, 41, 43, 48, 51, 70, 96, 99]","[8, 12, 33, 36, 41, 43, 48, 51, 70, 96, 99]"
9,-46.02320138534769,-23.312211595158924,48.54,"[0, 3, 5, 9, 11, 16, 18, 21, 23, 26, 27, 29, 32, 38, 40, 44, 53, 54, 55, 59, 62, 63, 65, 68, 69, 72, 74, 75, 76, 77, 81, 91, 93]","[0, 3, 5, 7, 9, 10, 11, 16, 18, 21, 23, 25, 26, 27, 28, 29, 32, 35, 37, 38, 40, 44, 53, 54, 55, 59, 60, 62, 63, 65, 68, 69, 71, 72, 73, 74, 75, 76, 77, 81, 88, 89, 91, 93]"
