local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-45.94503468733287,-23.279813231500167,20.8,"[0, 60, 69]","[0, 17, 30, 33, 38, 50, 52, 60, 68, 69, 75, 93]"
1,-45.91664642258128,-23.3958489143977,23.91,[1],"[1, 8, 54, 74]"
2,-46.12281418538869,-23.25350362174258,81.32,"[2, 32, 78, 88]","[2, 11, 32, 45, 78, 80, 88]"
3,-45.82635300186511,-23.350059744854043,93.82,"[3, 13, 40, 51]","[3, 13, 18, 40, 46, 51, 76, 77, 83]"
4,-46.12281418538869,-23.20207212374724,97.61,"[4, 80, 86]","[4, 31, 41, 58, 80, 86, 88, 96]"
5,-46.00905222918802,-23.356100542614993,76.61,[5],"[5, 19, 21, 28, 70]"
6,-46.05265550342573,-23.20207212374724,44.77,"[6, 31, 47, 59, 96]","[6, 31, 41, 45, 47, 56, 58, 59, 63, 90, 96]"
7,-46.07468080585646,-23.279581226972653,96.14,"[7, 55, 79]","[7, 11, 26, 32, 45, 55, 78, 79, 82, 85, 94]"
8,-45.8829570622395,-23.3958489143977,31.9,"[8, 54]","[1, 8, 16, 54, 64, 76]"
9,-46.003993535219465,-23.23238867458502,38.42,"[9, 53, 73]","[9, 20, 26, 53, 56, 57, 66, 68, 73, 90, 94, 95, 99]"
10,-46.08841264146375,-23.361617848255133,31.71,"[10, 35]","[10, 14, 28, 35, 39, 65, 89]"
11,-46.12281418538869,-23.283655934705884,9.78,"[11, 55]","[2, 7, 11, 32, 55, 78, 79, 88, 98]"
12,-45.81883894955156,-23.3958489143977,25.11,"[12, 16, 18, 34, 51, 61, 77, 87, 91]","[12, 13, 16, 18, 34, 51, 61, 64, 76, 77, 87, 91]"
13,-45.826494483190416,-23.353712941770063,80.21,"[3, 13, 40, 51]","[3, 12, 13, 16, 18, 34, 40, 46, 51, 61, 76, 77, 83, 87, 91]"
14,-46.120870876392786,-23.351003320123134,81.89,"[14, 35, 65, 89]","[10, 14, 35, 65, 89, 98]"
15,-45.962879473825474,-23.20207212374724,9.45,"[15, 20, 27, 57, 72]","[15, 20, 27, 29, 53, 57, 72, 95]"
16,-45.8374150323665,-23.3958489143977,89.41,"[12, 16, 18, 34, 61, 64, 76, 77, 87, 91]","[8, 12, 13, 16, 18, 34, 51, 54, 61, 64, 76, 77, 87, 91]"
17,-45.95035115169353,-23.31152501686956,20.14,"[17, 24, 33, 38, 52, 69]","[0, 17, 24, 30, 33, 38, 52, 69, 75, 92, 93]"
18,-45.81883894955156,-23.38117484110233,80.41,"[12, 16, 18, 34, 51, 61, 77, 87, 91]","[3, 12, 13, 16, 18, 34, 51, 61, 64, 76, 77, 87, 91]"
19,-46.02872406942998,-23.388939585430993,82.78,"[19, 21, 70]","[5, 19, 21, 28, 70]"
20,-45.97415052774409,-23.22476486082015,18.46,"[15, 20, 53, 57, 73]","[9, 15, 20, 27, 53, 57, 68, 72, 73, 95]"
