local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-45.81883894955156,-23.33821497506113,36.04,[0],"[0, 2, 13, 34, 43, 49, 64, 84]"
1,-45.95825477177615,-23.23495461539855,74.89,"[1, 21, 45, 78, 87, 91, 92, 95]","[1, 21, 40, 41, 45, 47, 52, 60, 62, 78, 83, 87, 91, 92, 95]"
2,-45.843225879032246,-23.31900039757413,44.4,"[2, 7, 19, 34, 35, 49]","[0, 2, 7, 10, 13, 19, 29, 34, 35, 43, 49, 54, 58, 64, 76]"
3,-46.04775947019138,-23.35505581937571,87.67,"[3, 16, 86]","[3, 16, 55, 56, 86, 97]"
4,-45.859682581183826,-23.37838442666866,38.39,"[4, 61, 63, 68]","[4, 61, 63, 64, 68, 84]"
5,-45.904737511607415,-23.329410305103483,11.48,"[5, 14, 29, 42, 54]","[5, 10, 14, 29, 34, 35, 42, 50, 54, 68, 73, 76, 99]"
6,-45.83778297278676,-23.211248004195813,70.52,"[6, 25, 26, 30, 67]","[6, 25, 26, 30, 67, 89]"
7,-45.85619049028674,-23.299999295038738,11.58,"[2, 7, 19, 35, 49, 76]","[2, 7, 10, 13, 19, 29, 34, 35, 38, 43, 46, 49, 50, 54, 58, 66, 76]"
8,-45.90500436506982,-23.3958489143977,56.86,"[8, 33]","[8, 32, 33, 68]"
9,-45.99726131270393,-23.35702802598474,39.43,[9],"[9, 11, 16, 70, 72, 79, 81, 93]"
10,-45.870048789180856,-23.332896315477875,71.59,"[10, 29, 34, 35, 54, 64]","[2, 5, 7, 10, 19, 29, 34, 35, 49, 54, 64, 68, 76]"
11,-46.00300033435829,-23.320768988302152,66.11,"[11, 12, 70, 79, 81]","[9, 11, 12, 16, 70, 79, 81]"
12,-46.00968487279868,-23.29607078670357,19.76,"[11, 12]","[11, 12, 70, 79, 81, 88]"
13,-45.81936551205881,-23.295405006979536,39.2,"[13, 43, 58]","[0, 2, 7, 13, 19, 39, 43, 46, 49, 58]"
14,-45.929878970739175,-23.322541968821078,78.06,"[5, 14, 42]","[5, 14, 42, 50, 54, 72, 73, 93, 99]"
15,-46.12281418538869,-23.3958489143977,70.49,"[15, 74]","[15, 20, 31, 74, 85]"
16,-46.035602313718364,-23.335131124736005,37.98,"[3, 16, 86]","[3, 9, 11, 16, 56, 70, 79, 81, 86, 90]"
17,-46.077543102952795,-23.218112908128848,97.58,"[17, 22, 28, 53, 57, 94]","[17, 18, 22, 28, 36, 53, 57, 75, 94]"
18,-46.1167041796873,-23.21575049866572,61.39,"[18, 36, 94]","[17, 18, 36, 57, 65, 69, 94]"
19,-45.859052501460496,-23.302022586692463,38.92,"[2, 7, 19, 35, 49, 76]","[2, 7, 10, 13, 19, 29, 34, 35, 38, 43, 46, 49, 50, 54, 58, 66, 76]"
20,-46.08725342744203,-23.393402645940863,0.31,"[20, 31, 55, 74]","[15, 20, 31, 55, 74, 97]"
21,-45.95096645442582,-23.215505607927305,86.0,"[1, 21, 40, 47, 62, 78, 91, 92, 95]","[1, 21, 23, 27, 40, 41, 45, 47, 52, 60, 62, 78, 83, 87, 91, 92, 95, 98]"
22,-46.06507173953372,-23.234613860497156,99.47,"[17, 22, 53]","[17, 22, 28, 48, 53, 57, 71, 75]"
23,-45.993466612662345,-23.20207212374724,33.18,"[23, 27]","[21, 23, 27, 40, 44, 45, 60, 62, 71, 82, 91]"
24,-46.11555052566256,-23.333101918895814,1.36,"[24, 85]","[24, 56, 85]"
25,-45.81883894955156,-23.231154143593827,59.85,"[6, 25, 30]","[6, 25, 26, 30, 39, 46, 67, 89]"
26,-45.82402257640806,-23.20207212374724,16.87,"[6, 26, 30]","[6, 25, 26, 30, 67]"
27,-45.99404606722068,-23.20207212374724,62.9,"[23, 27]","[21, 23, 27, 40, 44, 45, 60, 62, 71, 82, 91]"
28,-46.06302384015916,-23.20476349021647,54.53,"[17, 28, 53, 57, 75]","[17, 22, 28, 36, 44, 53, 57, 71, 75, 94]"
29,-45.880354385830124,-23.334324080799597,65.35,"[5, 10, 29, 34, 35, 54]","[2, 5, 7, 10, 19, 29, 34, 35, 42, 49, 54, 64, 68, 76]"
30,-45.81883894955156,-23.224461405230397,70.84,"[6, 25, 26, 30]","[6, 25, 26, 30, 39, 67, 89]"
31,-46.08360090910842,-23.3958489143977,93.01,"[20, 31, 55, 74]","[15, 20, 31, 55, 74, 97]"
32,-45.929852348590344,-23.36957426805495,29.54,"[32, 33, 42, 72]","[8, 32, 33, 42, 72, 93]"
33,-45.92513610694093,-23.3958489143977,64.2,"[8, 32, 33]","[8, 32, 33]"
34,-45.858063414920245,-23.33284913529245,27.1,"[2, 10, 29, 34, 35, 49, 54, 64]","[0, 2, 5, 7, 10, 19, 29, 34, 35, 49, 54, 64, 68, 76]"
35,-45.87045456748361,-23.31611820344111,78.84,"[2, 7, 10, 19, 29, 34, 35, 49, 54, 76]","[2, 5, 7, 10, 19, 29, 34, 35, 38, 49, 50, 54, 64, 66, 73, 76]"
