local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-46.12281418538869,-23.295404628791665,30.95,"[0, 55, 60, 62, 137, 166, 217, 227, 246, 380, 387, 449]","[0, 4, 26, 55, 60, 62, 69, 124, 137, 158, 166, 188, 199, 209, 217, 227, 246, 247, 256, 262, 285, 297, 326, 338, 352, 356, 380, 387, 389, 420, 449, 486, 489]"
1,-45.90123912655967,-23.2808905763465,15.39,"[1, 12, 136, 156, 184, 210, 218, 232, 284, 299, 330, 394, 398, 452]","[1, 12, 32, 39, 65, 89, 94, 98, 123, 125, 127, 136, 140, 156, 184, 189, 207, 210, 212, 218, 225, 232, 241, 251, 267, 271, 284, 291, 299, 304, 319, 321, 322, 323, 330, 337, 341, 377, 379, 381, 394, 398, 401, 406, 407, 431, 452, 454, 461, 465, 468, 469, 492, 495, 497]"
2,-46.12281418538869,-23.209036762649923,15.07,"[2, 6, 8, 9, 33, 43, 88, 101, 146, 198, 200, 213, 216, 253, 317, 336, 343, 365, 366, 403, 404, 413, 418, 421, 430, 439, 441, 493, 494]","[2, 6, 8, 9, 27, 33, 43, 53, 88, 101, 146, 157, 195, 198, 200, 213, 216, 240, 248, 253, 262, 268, 269, 288, 317, 336, 343, 351, 365, 366, 391, 403, 404, 410, 413, 418, 421, 430, 438, 439, 441, 451, 477, 493, 494]"
3,-45.932574057599396,-23.216419258382015,87.31,"[3, 16, 52, 108, 206, 272, 274, 278, 378, 385, 397, 424, 428, 432, 462]","[3, 16, 37, 52, 72, 92, 108, 148, 167, 197, 206, 212, 225, 241, 272, 274, 278, 291, 313, 322, 334, 370, 377, 378, 379, 385, 397, 424, 427, 428, 432, 454, 458, 462, 464, 467, 479, 495]"
4,-46.084632104061825,-23.2688680829606,76.34,"[4, 13, 158, 181, 193, 194, 199, 227, 246, 247, 285, 297, 352, 358, 486]","[0, 4, 13, 50, 53, 62, 69, 82, 109, 121, 137, 153, 157, 158, 168, 181, 193, 194, 199, 215, 217, 227, 246, 247, 256, 262, 269, 285, 290, 297, 326, 328, 338, 352, 358, 380, 438, 451, 466, 472, 486]"
5,-45.95984643901058,-23.273028656382316,59.17,"[5, 21, 37, 70, 84, 87, 94, 123, 125, 130, 149, 164, 165, 187, 189, 244, 245, 306, 337, 364, 388, 393, 453, 457, 468, 487]","[5, 12, 16, 21, 34, 37, 48, 70, 73, 80, 83, 84, 87, 94, 99, 103, 118, 123, 125, 130, 140, 149, 155, 164, 165, 187, 189, 197, 210, 212, 218, 220, 225, 232, 236, 241, 244, 245, 251, 257, 278, 284, 301, 306, 307, 322, 330, 337, 364, 370, 375, 377, 381, 388, 393, 394, 398, 406, 415, 423, 431, 453, 457, 465, 467, 468, 483, 487, 491, 495]"
6,-46.12281418538869,-23.20207212374724,5.8,"[2, 6, 8, 9, 27, 43, 101, 146, 198, 200, 213, 216, 253, 317, 336, 343, 365, 366, 403, 404, 413, 418, 421, 430, 439, 441, 477, 494]","[2, 6, 8, 9, 27, 33, 43, 53, 88, 101, 145, 146, 157, 195, 198, 200, 213, 216, 240, 248, 253, 268, 269, 288, 317, 336, 343, 351, 365, 366, 391, 403, 404, 410, 413, 418, 421, 430, 439, 441, 477, 493, 494]"
7,-46.00064000587532,-23.382058717010576,97.06,"[7, 10, 20, 38, 143, 160, 171, 179, 202, 203, 242, 289, 296, 353, 360, 371, 383, 390, 392, 396, 411, 433]","[7, 10, 20, 28, 36, 38, 42, 58, 81, 106, 133, 143, 160, 171, 176, 179, 201, 202, 203, 221, 224, 242, 249, 289, 296, 353, 354, 360, 371, 383, 390, 392, 396, 411, 429, 433, 456, 459]"
8,-46.11789631996117,-23.228546855014073,70.44,"[2, 6, 8, 33, 43, 53, 88, 101, 146, 157, 200, 213, 216, 253, 262, 269, 317, 336, 343, 366, 403, 404, 418, 421, 430, 438, 439, 441, 451, 493, 494]","[2, 6, 8, 9, 27, 33, 43, 53, 69, 82, 88, 101, 146, 153, 157, 158, 195, 198, 200, 213, 216, 240, 247, 248, 253, 256, 262, 268, 269, 285, 288, 317, 328, 336, 343, 351, 358, 365, 366, 391, 403, 404, 413, 418, 421, 430, 438, 439, 441, 451, 477, 493, 494]"
9,-46.10177625656738,-23.20207212374724,73.99,"[2, 6, 9, 27, 33, 43, 101, 145, 146, 195, 198, 200, 213, 216, 240, 248, 253, 268, 288, 317, 336, 343, 351, 365, 366, 391, 403, 404, 410, 413, 418, 421, 430, 439, 441, 477, 493, 494]","[2, 6, 8, 9, 25, 27, 33, 43, 51, 53, 82, 88, 101, 145, 146, 153, 195, 198, 200, 213, 216, 240, 248, 250, 253, 268, 269, 288, 317, 328, 336, 343, 348, 351, 365, 366, 391, 403, 404, 410, 413, 418, 421, 430, 439, 441, 450, 477, 493, 494, 498]"
