local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-45.93887493155651,-23.300478392096505,35.91,"[0, 42, 43, 53, 55, 56, 58, 76, 81, 90, 92]","[0, 17, 42, 43, 46, 51, 53, 55, 56, 58, 68, 76, 78, 81, 90, 92]"
1,-45.99263650503939,-23.37512315766079,68.76,"[1, 9, 24, 39, 44, 74, 84, 96]","[1, 7, 8, 9, 11, 14, 16, 24, 39, 44, 61, 74, 84, 96, 99]"
2,-45.838152808842516,-23.366130377340188,23.86,"[2, 6, 38, 49, 57, 73, 94]","[2, 5, 6, 38, 49, 57, 73, 77, 93, 94]"
3,-45.98731189308402,-23.323344214175904,57.84,"[3, 8, 11, 16, 20, 26, 28, 35, 36, 43, 46, 53, 60, 68, 69, 78]","[3, 8, 11, 12, 14, 16, 17, 18, 19, 20, 23, 26, 27, 28, 31, 32, 35, 36, 41, 42, 43, 46, 51, 53, 55, 58, 60, 63, 64, 66, 68, 69, 70, 71, 72, 76, 78, 81, 85, 90, 95]"
4,-46.074587594682356,-23.368808774710654,22.7,"[4, 25, 48, 50, 86, 97]","[4, 7, 25, 40, 45, 48, 50, 86, 87, 89, 97, 98]"
5,-45.81883894955156,-23.340349124950798,77.31,"[5, 6, 38, 57, 77, 79, 88]","[2, 5, 6, 38, 49, 57, 73, 77, 79, 88, 94]"
6,-45.8400612068545,-23.349777407701062,77.29,"[2, 5, 6, 38, 57, 73, 77, 94]","[2, 5, 6, 38, 49, 57, 73, 77, 79, 88, 93, 94]"
7,-46.0265436273692,-23.376843138861293,35.69,"[7, 9, 24, 39, 74, 84]","[1, 4, 7, 9, 14, 24, 39, 44, 74, 84, 96]"
8,-45.99014344842369,-23.34496271728873,39.55,"[3, 8, 11, 14, 16, 35, 36]","[1, 3, 8, 11, 14, 16, 19, 20, 26, 27, 28, 35, 36, 39, 43, 46, 53, 60, 63, 64, 68, 69, 74, 76, 78, 96]"
9,-46.00839354179373,-23.3958489143977,20.71,"[1, 7, 9, 24, 39, 44, 74, 84]","[1, 7, 9, 24, 39, 44, 61, 74, 84, 96, 99]"
10,-45.829620304053925,-23.21843983775742,92.58,"[10, 21, 22, 29, 33, 34, 52, 54, 62, 80, 83, 91]","[10, 13, 15, 21, 22, 29, 30, 33, 34, 47, 52, 54, 62, 67, 80, 83, 91]"
11,-45.98922036149887,-23.33228540905427,54.7,"[3, 8, 11, 16, 20, 26, 28, 35, 36, 46, 60, 68, 78]","[1, 3, 8, 11, 12, 14, 16, 19, 20, 26, 27, 28, 35, 36, 41, 43, 46, 53, 60, 63, 64, 66, 68, 69, 71, 76, 78, 81, 85]"
12,-46.010458246109344,-23.2935125578619,62.25,"[12, 18, 19, 20, 23, 26, 28, 31, 32, 37, 41, 59, 63, 66, 69, 70, 71, 72, 82, 85, 95]","[3, 11, 12, 16, 17, 18, 19, 20, 23, 26, 27, 28, 31, 32, 35, 36, 37, 41, 43, 46, 51, 59, 60, 63, 64, 66, 68, 69, 70, 71, 72, 75, 78, 82, 85, 95]"
