local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-45.93166503420156,-23.376925244991654,23.86,"[0, 45, 61, 64, 65, 66, 79, 94, 98]","[0, 5, 7, 8, 23, 27, 35, 42, 45, 53, 55, 61, 64, 65, 66, 70, 71, 73, 79, 82, 94, 98]"
1,-45.88488786821273,-23.22756755923748,57.11,"[1, 2]","[1, 2, 4, 16, 44, 62]"
2,-45.86733023156541,-23.217189271455226,43.75,"[1, 2, 4, 16, 44, 62]","[1, 2, 4, 16, 44, 62]"
3,-46.05682074979619,-23.26844307497392,78.25,"[3, 12, 29, 50, 72, 80, 83, 85, 86, 88, 90]","[3, 11, 12, 17, 22, 25, 26, 28, 29, 31, 33, 34, 39, 41, 47, 48, 49, 50, 67, 72, 75, 76, 77, 80, 81, 83, 85, 86, 88, 90, 92, 96]"
4,-45.85615021660251,-23.2026065385368,57.26,"[2, 4, 16, 44, 62]","[1, 2, 4, 16, 44, 62]"
5,-45.971025026565485,-23.390266130453856,11.51,"[5, 13, 23, 27, 35, 46, 53, 64, 66, 71, 73, 82, 98]","[0, 5, 7, 8, 13, 23, 27, 35, 46, 52, 53, 59, 64, 65, 66, 70, 71, 73, 79, 82, 91, 94, 98]"
6,-46.06570888383738,-23.20207212374724,66.32,"[6, 10, 19, 40, 43, 51, 57, 63, 67, 69, 74, 78, 95]","[6, 10, 12, 19, 20, 25, 33, 34, 40, 41, 43, 49, 51, 57, 63, 67, 69, 74, 76, 78, 86, 92, 95]"
7,-45.965942281222326,-23.352108326888505,36.75,"[7, 8, 23, 27, 42, 52, 53, 55, 56, 59, 70, 73, 91]","[0, 5, 7, 8, 13, 23, 27, 35, 42, 45, 46, 52, 53, 55, 56, 59, 64, 66, 70, 71, 73, 79, 82, 91, 98]"
8,-45.96767410776755,-23.353199274041206,58.23,"[7, 8, 23, 27, 42, 52, 53, 55, 56, 59, 70, 73, 91]","[0, 5, 7, 8, 13, 23, 27, 35, 42, 45, 46, 52, 53, 55, 56, 59, 64, 66, 70, 71, 73, 79, 82, 91, 98]"
9,-46.09635489133598,-23.37402959996259,60.46,"[9, 15, 18, 21, 24, 38, 58, 60, 84, 89, 93]","[9, 14, 15, 18, 21, 24, 30, 32, 37, 38, 54, 58, 60, 68, 84, 89, 93, 99]"
10,-46.07380704026458,-23.213126103231044,56.43,"[6, 10, 19, 34, 40, 43, 51, 63, 67, 69, 74, 76, 78, 92, 95]","[6, 10, 12, 19, 20, 25, 28, 33, 34, 40, 41, 43, 49, 50, 51, 57, 63, 67, 69, 74, 76, 78, 86, 87, 92, 95]"
11,-46.013605066012815,-23.25732627920855,57.12,"[11, 26, 31, 36, 47, 48, 72, 75, 77, 81, 83, 90, 96]","[3, 11, 25, 26, 29, 31, 36, 47, 48, 72, 75, 77, 81, 83, 86, 88, 90, 96, 97]"
12,-46.06265868593076,-23.242083608821563,82.67,"[3, 12, 19, 25, 28, 33, 34, 40, 41, 49, 50, 63, 67, 72, 76, 81, 83, 85, 86, 92]","[3, 6, 10, 12, 19, 25, 26, 28, 31, 33, 34, 39, 40, 41, 43, 49, 50, 51, 57, 63, 67, 69, 72, 74, 75, 76, 78, 80, 81, 83, 85, 86, 87, 88, 90, 92, 95, 96]"
13,-45.99217068633145,-23.375756496647686,56.91,"[5, 13, 23, 27, 46, 53, 71, 73, 82, 91]","[5, 7, 8, 13, 23, 27, 35, 46, 52, 53, 56, 59, 64, 66, 70, 71, 73, 82, 91, 98]"
14,-46.1024402797062,-23.340419092252578,42.95,"[14, 18, 30, 32, 37, 54, 60, 89, 93, 99]","[9, 14, 15, 18, 21, 30, 32, 37, 38, 54, 58, 60, 68, 84, 89, 93, 99]"
15,-46.08592289098149,-23.364703655673893,45.45,"[9, 15, 18, 21, 24, 30, 38, 58, 60, 68, 84, 89, 93, 99]","[9, 14, 15, 18, 21, 24, 30, 32, 37, 38, 54, 58, 60, 68, 84, 89, 93, 99]"
16,-45.855573329489744,-23.202822189668552,2.77,"[2, 4, 16, 44, 62]","[1, 2, 4, 16, 44, 62]"
17,-46.09482342033103,-23.294710786618705,89.74,"[17, 22]","[3, 17, 22, 39, 80, 85, 88]"
18,-46.10229323985858,-23.357777553776877,51.01,"[9, 14, 15, 18, 21, 30, 32, 37, 38, 54, 58, 60, 89, 93, 99]","[9, 14, 15, 18, 21, 24, 30, 32, 37, 38, 54, 58, 60, 68, 84, 89, 93, 99]"
19,-46.06654794146322,-23.218931083081184,58.46,"[6, 10, 12, 19, 25, 33, 34, 40, 41, 43, 49, 51, 57, 63, 67, 69, 74, 76, 78, 92, 95]","[6, 10, 12, 19, 20, 25, 28, 33, 34, 40, 41, 43, 49, 50, 51, 57, 63, 67, 69, 72, 74, 75, 76, 78, 81, 83, 85, 86, 87, 92, 95]"
20,-46.03128838021808,-23.20506083074261,7.23,"[20, 57, 63, 78]","[6, 10, 19, 20, 25, 34, 40, 43, 57, 63, 67, 69, 75, 78, 81, 86, 92, 95, 97]"
