local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-45.95376194663786,-23.21475089802471,49.82,"[0, 27, 50, 55, 63, 71, 75, 79]","[0, 27, 32, 50, 55, 63, 71, 75, 79]"
1,-45.950897982491476,-23.289578561135073,51.37,"[1, 43, 61, 62]","[1, 20, 23, 32, 43, 45, 61, 62, 67]"
2,-46.121197297477984,-23.27588410436132,89.89,"[2, 22, 30, 52, 64, 88]","[2, 5, 13, 16, 22, 30, 44, 48, 52, 64, 66, 85, 88, 90, 99]"
3,-45.81883894955156,-23.282799734990935,14.27,"[3, 6, 10, 34, 47, 69, 94, 98]","[3, 6, 10, 34, 47, 54, 69, 94, 98]"
4,-45.873690792723536,-23.361493315442203,46.11,"[4, 36, 40, 49, 97]","[4, 9, 15, 36, 40, 49, 58, 68, 87, 95, 97]"
5,-46.09708161531802,-23.298277046915135,86.29,"[5, 22, 48, 65, 85]","[2, 5, 13, 14, 22, 30, 35, 37, 42, 44, 48, 52, 64, 65, 66, 84, 85, 88, 99]"
6,-45.82741582441008,-23.27040954300251,92.55,"[3, 6, 10, 34, 47, 54, 69, 94, 98]","[3, 6, 10, 34, 41, 47, 54, 69, 94, 98]"
7,-46.084494001052,-23.3958489143977,71.66,"[7, 46, 57, 60, 80]","[7, 26, 28, 46, 57, 60, 80]"
8,-45.969190749357395,-23.391896164856927,30.11,"[8, 11, 19, 21, 33, 51, 53, 56, 59, 83, 86]","[8, 11, 19, 21, 33, 51, 53, 56, 59, 73, 78, 83, 86]"
9,-45.884177293011376,-23.336171777699892,41.13,"[9, 49]","[4, 9, 18, 36, 40, 45, 49, 58, 97]"
10,-45.83697634575324,-23.279785707795916,57.04,"[3, 6, 10, 34, 47, 69, 94, 98]","[3, 6, 10, 34, 47, 54, 69, 94, 98]"
11,-45.9883867795546,-23.382372669865042,4.12,"[8, 11, 19, 21]","[8, 11, 19, 21, 25, 33, 51, 53, 56, 59, 73, 78, 83]"
12,-46.047521808789845,-23.266173572075864,4.54,"[12, 81, 89, 91]","[12, 14, 31, 37, 39, 42, 44, 66, 81, 85, 89, 91, 92, 93, 96, 99]"
