local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-45.99082343256161,-23.36422261893051,9.57,"[0, 4, 11, 14, 25, 27, 28, 31, 38, 41, 43, 44, 51, 59, 60, 62, 69, 73, 74, 79, 83, 84, 94, 99]","[0, 2, 4, 8, 9, 11, 14, 25, 27, 28, 29, 31, 36, 38, 40, 41, 43, 44, 46, 51, 57, 59, 60, 62, 69, 73, 74, 79, 83, 84, 85, 94, 99]"
1,-46.06224286661377,-23.305584101118054,97.82,"[1, 16, 33, 34, 35, 54, 77, 87]","[1, 16, 33, 34, 35, 53, 54, 77, 87]"
2,-45.99571662010204,-23.3958489143977,4.89,"[2, 4, 8, 25, 27, 29, 31, 44, 46, 51, 73, 79, 83, 84, 85, 94]","[0, 2, 4, 8, 9, 11, 14, 25, 27, 28, 29, 31, 38, 40, 41, 43, 44, 46, 51, 57, 59, 60, 62, 69, 73, 74, 79, 83, 84, 85, 94, 99]"
3,-45.907961965239615,-23.387134669463837,16.57,"[3, 5, 17, 21, 24, 52, 70, 78, 89]","[3, 5, 17, 21, 24, 52, 70, 78, 89]"
4,-45.99904616230192,-23.38375448984684,10.3,"[0, 2, 4, 8, 11, 14, 25, 27, 29, 31, 41, 43, 44, 46, 51, 59, 60, 62, 69, 73, 79, 83, 84, 85, 94, 99]","[0, 2, 4, 8, 9, 11, 14, 25, 27, 28, 29, 31, 36, 38, 40, 41, 43, 44, 46, 51, 57, 59, 60, 62, 69, 73, 74, 79, 83, 84, 85, 94, 99]"
5,-45.903548936580336,-23.37793443574755,78.69,"[3, 5, 17, 24, 52, 70, 78, 89]","[3, 5, 17, 21, 24, 52, 70, 78, 89]"
6,-45.85105707666729,-23.330115672559224,43.88,"[6, 10, 15, 32, 50, 58, 66, 72, 76, 81, 86, 90, 92]","[6, 10, 15, 32, 45, 50, 56, 58, 66, 72, 76, 81, 82, 86, 90, 92]"
7,-45.89569970726137,-23.256603821940367,5.01,"[7, 12, 19, 20, 37, 42, 47, 49, 64, 65, 93, 97, 98]","[7, 12, 13, 18, 19, 20, 23, 26, 37, 42, 45, 47, 49, 64, 65, 68, 71, 75, 80, 82, 88, 91, 93, 96, 97, 98]"
8,-45.986741206982444,-23.3958489143977,60.45,"[2, 4, 8, 11, 25, 27, 29, 31, 41, 44, 46, 51, 59, 73, 79, 83, 84, 85, 94, 99]","[0, 2, 4, 8, 9, 11, 14, 25, 27, 28, 29, 31, 36, 38, 40, 41, 43, 44, 46, 51, 57, 59, 60, 62, 69, 73, 74, 79, 83, 84, 85, 94, 99]"
9,-45.96211553829614,-23.373577595652897,72.86,"[9, 11, 14, 25, 27, 28, 36, 40, 41, 51, 57, 59, 60, 62, 69, 74, 79, 83, 84, 85, 94, 99]","[0, 2, 4, 8, 9, 11, 14, 21, 25, 27, 28, 29, 31, 36, 38, 40, 41, 43, 44, 46, 51, 57, 59, 60, 62, 69, 73, 74, 79, 83, 84, 85, 94, 99]"
