local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-46.00360118411248,-23.300635014295462,54.43,"[0, 1, 4, 9, 18, 19, 32, 36, 40, 41, 83, 90]","[0, 1, 4, 9, 18, 19, 29, 32, 36, 40, 41, 82, 83, 90]"
1,-45.98422200704016,-23.30754281907238,6.56,"[0, 1, 19, 32, 41, 90]","[0, 1, 4, 9, 18, 19, 29, 32, 36, 40, 41, 82, 83, 90]"
2,-45.90435982354706,-23.382068907696798,13.56,"[2, 3, 6, 20, 23, 31, 38, 43, 47, 48, 50, 60, 62, 68, 70, 72, 78, 79, 86, 87, 88, 92]","[2, 3, 6, 7, 20, 23, 31, 38, 43, 47, 48, 49, 50, 60, 61, 62, 68, 70, 72, 77, 78, 79, 86, 87, 88, 92, 98]"
3,-45.88185449490896,-23.39539372220379,96.02,"[2, 3, 20, 23, 31, 60, 68, 78, 86, 87, 88, 98]","[2, 3, 6, 20, 23, 31, 38, 43, 47, 48, 49, 50, 60, 62, 68, 72, 78, 79, 86, 87, 88, 92, 98]"
4,-46.01741425849349,-23.29032025145986,37.91,"[0, 4, 18, 19, 36, 40, 90]","[0, 1, 4, 9, 12, 18, 19, 32, 36, 40, 41, 69, 83, 90]"
5,-45.84067899157652,-23.334749576999418,14.87,"[5, 11, 45, 46, 63, 66, 85]","[5, 11, 15, 17, 30, 44, 45, 46, 57, 63, 66, 85, 99]"
6,-45.91209269690785,-23.363507518218107,94.27,"[2, 6, 7, 20, 23, 38, 43, 48, 61, 62, 70, 72, 77, 79, 92]","[2, 3, 6, 7, 20, 23, 31, 38, 43, 47, 48, 49, 50, 60, 61, 62, 68, 70, 72, 77, 78, 79, 86, 87, 88, 92, 98]"
7,-45.891069469311695,-23.34677291719478,37.42,"[6, 7, 17, 38, 49, 61, 62, 79]","[2, 6, 7, 17, 20, 23, 38, 43, 48, 49, 61, 62, 68, 70, 72, 77, 79, 88, 92, 98, 99]"
8,-46.03091176265189,-23.221397928514676,84.31,"[8, 75, 97]","[8, 34, 56, 75, 97]"
9,-45.98668084691294,-23.279744610572454,71.71,"[0, 9, 19, 29, 40, 41, 82, 90]","[0, 1, 4, 9, 18, 19, 29, 32, 36, 40, 41, 71, 81, 82, 90, 96]"
10,-46.09430444293794,-23.29764721675648,10.41,"[10, 14, 51, 65, 80, 89, 94]","[10, 14, 22, 24, 28, 51, 52, 55, 59, 65, 67, 69, 76, 80, 89, 94]"
11,-45.81930891501304,-23.34078796629629,65.09,"[5, 11, 46, 66, 85]","[5, 11, 15, 30, 45, 46, 57, 63, 66, 85]"
12,-46.05414411402457,-23.26163778013684,23.16,"[12, 56, 69]","[4, 12, 34, 56, 65, 69, 75, 97]"
13,-45.92360354062106,-23.239274885844367,0.94,"[13, 58, 73]","[13, 16, 21, 27, 58, 71, 73, 93, 96]"
14,-46.08587801770981,-23.31609512117394,61.4,"[10, 14, 22, 24, 39, 52, 55, 59, 67, 76, 80, 89]","[10, 14, 22, 24, 25, 39, 51, 52, 55, 59, 65, 67, 76, 80, 89, 91, 94]"
15,-45.82204420128471,-23.30511039393815,75.72,"[15, 30, 44, 45, 46, 57, 74]","[5, 11, 15, 30, 44, 45, 46, 57, 63, 66, 74, 85, 99]"
16,-45.92716205433737,-23.20951889609219,36.0,"[16, 21, 27, 58, 93]","[13, 16, 21, 27, 58, 73, 93]"
17,-45.87095647599466,-23.33500620380628,72.17,"[7, 17, 63, 99]","[5, 7, 17, 38, 44, 45, 49, 57, 61, 62, 63, 66, 98, 99]"
