local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-45.87202068501397,-23.353241989224607,70.05,"[0, 7, 10, 17, 19, 21, 37, 40, 47, 58, 62, 63, 88]","[0, 4, 7, 10, 15, 17, 19, 21, 29, 37, 40, 41, 47, 55, 56, 58, 62, 63, 71, 83, 84, 85, 88, 91, 96]"
1,-45.96127737914342,-23.336720908778698,77.51,"[1, 20, 35, 38, 50, 60, 61, 75, 89]","[1, 9, 20, 23, 28, 30, 35, 38, 48, 50, 60, 61, 75, 76, 89, 90]"
2,-45.92812205164429,-23.382420403543435,75.12,"[2, 12, 26, 33, 41, 67, 78, 94, 95]","[2, 3, 7, 12, 17, 26, 29, 33, 39, 41, 48, 50, 66, 67, 72, 75, 78, 83, 88, 89, 91, 94, 95]"
3,-45.96255460147767,-23.383019045589283,93.48,"[3, 12, 26, 76, 78, 89, 94, 97]","[2, 3, 9, 12, 23, 26, 41, 48, 50, 67, 75, 76, 78, 89, 94, 97]"
4,-45.9006238564241,-23.340854052946003,90.96,"[4, 7, 10, 15, 17, 19, 37, 48, 55, 63, 83, 88, 91]","[0, 4, 7, 10, 13, 15, 17, 19, 21, 37, 40, 41, 47, 48, 55, 58, 63, 71, 75, 83, 88, 91, 96]"
5,-46.06491326633138,-23.355877904277282,1.69,"[5, 14, 79]","[5, 14, 16, 25, 42, 64, 65, 79, 80, 81, 99]"
6,-46.07867006655925,-23.257571916052598,20.99,"[6, 24, 27, 43, 46, 49, 57, 70, 77, 86, 92]","[6, 18, 24, 27, 43, 46, 49, 57, 70, 77, 86, 92]"
7,-45.890508262328886,-23.36455912498157,45.55,"[0, 4, 7, 10, 17, 19, 21, 29, 37, 41, 47, 58, 63, 83, 88, 91]","[0, 2, 4, 7, 10, 15, 17, 19, 21, 29, 33, 37, 39, 40, 41, 47, 48, 55, 56, 58, 62, 63, 66, 67, 72, 83, 84, 88, 91, 95]"
8,-46.02243284650833,-23.385967090871958,51.52,"[8, 16, 42, 59, 65]","[8, 9, 16, 23, 42, 59, 65, 97]"
9,-45.99174185333033,-23.359190898753,63.03,"[9, 23, 28, 38, 60, 61, 76, 89, 97]","[1, 3, 8, 9, 16, 23, 28, 35, 38, 42, 50, 59, 60, 61, 65, 76, 89, 90, 97]"
10,-45.88599661700476,-23.340122724849294,1.0,"[0, 4, 7, 10, 15, 19, 37, 40, 55, 58, 63, 71, 83, 88, 91, 96]","[0, 4, 7, 10, 13, 15, 17, 19, 21, 37, 40, 41, 47, 48, 55, 58, 62, 63, 71, 83, 88, 91, 96]"
11,-45.88229975551191,-23.29430867034073,10.27,"[11, 13, 71, 96]","[11, 13, 15, 55, 71, 96]"
12,-45.94756510378838,-23.3958489143977,20.05,"[2, 3, 12, 26, 67, 78, 94]","[2, 3, 12, 26, 33, 41, 67, 75, 76, 78, 89, 94, 95, 97]"
13,-45.90182734128214,-23.310058543382596,51.86,"[11, 13, 15, 55, 71, 96]","[4, 10, 11, 13, 15, 19, 30, 37, 55, 71, 83, 91, 96]"
14,-46.086600238037185,-23.35106086955546,2.27,"[5, 14, 25, 79, 80, 99]","[5, 14, 22, 25, 52, 53, 64, 74, 79, 80, 81, 99]"
15,-45.904088297381975,-23.331078691511728,61.07,"[4, 10, 13, 15, 19, 37, 55, 71, 83, 91, 96]","[0, 4, 7, 10, 11, 13, 15, 17, 19, 37, 40, 41, 48, 55, 58, 63, 71, 75, 83, 88, 91, 96]"
16,-46.02426830769288,-23.374795494987556,13.23,"[8, 16, 42, 59, 65]","[5, 8, 9, 16, 23, 28, 42, 59, 65, 97]"
17,-45.89239497224721,-23.36669475290775,66.5,"[0, 4, 7, 17, 19, 29, 41, 47, 58, 63, 83, 88, 91]","[0, 2, 4, 7, 10, 15, 17, 19, 21, 29, 33, 37, 39, 40, 41, 47, 48, 55, 56, 58, 62, 63, 66, 67, 72, 75, 83, 84, 88, 91, 95]"
18,-46.09176989942543,-23.22911420258143,64.97,"[18, 27, 92]","[6, 18, 24, 27, 43, 46, 57, 70, 92]"
19,-45.883400129202634,-23.34907084143443,37.72,"[0, 4, 7, 10, 15, 17, 19, 21, 37, 40, 47, 58, 63, 83, 88, 91]","[0, 4, 7, 10, 13, 15, 17, 19, 21, 29, 37, 40, 41, 47, 48, 55, 58, 62, 63, 71, 83, 84, 88, 91, 96]"
20,-45.96298495442537,-23.321540963367767,83.55,"[1, 20, 30, 35, 38, 60, 61]","[1, 20, 28, 30, 35, 38, 50, 60, 61, 75, 76, 89, 90]"
21,-45.86255872810283,-23.367971040642097,88.62,"[0, 7, 19, 21, 47, 56, 58, 62, 63, 84, 85]","[0, 4, 7, 10, 17, 19, 21, 29, 37, 39, 40, 44, 47, 54, 56, 58, 62, 63, 66, 72, 84, 85, 88]"
22,-46.12281418538869,-23.324410262411263,92.24,"[22, 64, 74]","[14, 22, 25, 53, 64, 74, 80, 98, 99]"
23,-45.99825329335935,-23.35325735201759,86.76,"[9, 23, 28, 38, 60, 61, 76]","[1, 3, 8, 9, 16, 23, 28, 35, 38, 42, 50, 59, 60, 61, 65, 76, 89, 90, 97]"
24,-46.07994707207005,-23.266945223900656,5.67,"[6, 24, 46, 49, 57, 70, 77, 86, 92]","[6, 18, 24, 27, 43, 46, 49, 57, 70, 77, 86, 87, 92, 98]"
25,-46.0913179738821,-23.335749396986124,8.54,"[14, 25, 64, 74, 80, 99]","[5, 14, 22, 25, 53, 64, 74, 79, 80, 81, 98, 99]"
26,-45.93966133799648,-23.3958489143977,31.47,"[2, 3, 12, 26, 67, 78, 94]","[2, 3, 12, 26, 33, 39, 41, 48, 66, 67, 75, 76, 78, 89, 94, 95, 97]"
27,-46.09405037848066,-23.241773724343695,38.1,"[6, 18, 27, 57, 70, 92]","[6, 18, 24, 27, 43, 46, 49, 57, 70, 77, 86, 92]"
28,-45.993998670211376,-23.34693153482079,65.95,"[9, 23, 28, 38, 60, 61, 76, 90]","[1, 9, 16, 20, 23, 28, 35, 38, 50, 59, 60, 61, 76, 89, 90, 97]"
29,-45.88889557530578,-23.385966622127178,83.2,"[7, 17, 29, 33, 39, 58, 66, 72, 88, 95]","[0, 2, 7, 17, 19, 21, 29, 33, 39, 41, 44, 47, 48, 56, 58, 62, 63, 66, 67, 72, 83, 84, 88, 91, 95]"
30,-45.95018042017972,-23.304486591146393,26.59,"[20, 30]","[1, 13, 20, 30, 35, 38, 60, 61, 90]"
31,-46.110558343149314,-23.391557816905443,40.63,"[31, 32, 34, 36, 45, 51, 52, 68, 69, 73, 81, 82]","[31, 32, 34, 36, 45, 51, 52, 53, 68, 69, 73, 79, 81, 82]"
32,-46.12281418538869,-23.393412262804198,77.6,"[31, 32, 34, 36, 45, 51, 52, 68, 69, 73, 81, 82]","[31, 32, 34, 36, 45, 51, 52, 53, 68, 69, 73, 79, 81, 82]"
33,-45.903141744967215,-23.394792768204912,84.54,"[2, 29, 33, 39, 41, 66, 67, 72, 95]","[2, 7, 12, 17, 26, 29, 33, 39, 41, 48, 56, 58, 66, 67, 72, 78, 83, 88, 94, 95]"
34,-46.12281418538869,-23.3958489143977,98.48,"[31, 32, 34, 36, 45, 51, 52, 68, 69, 73, 82]","[31, 32, 34, 36, 45, 51, 52, 53, 68, 69, 73, 79, 81, 82]"
35,-45.97899688794044,-23.317235915184874,27.78,"[1, 20, 35, 38, 60, 61, 90]","[1, 9, 20, 23, 28, 30, 35, 38, 50, 60, 61, 89, 90]"
36,-46.12281418538869,-23.3958489143977,39.94,"[31, 32, 34, 36, 45, 51, 52, 68, 69, 73, 82]","[31, 32, 34, 36, 45, 51, 52, 53, 68, 69, 73, 79, 81, 82]"
37,-45.89418047748125,-23.33820982866716,12.2,"[0, 4, 7, 10, 15, 19, 37, 55, 63, 71, 83, 88, 91, 96]","[0, 4, 7, 10, 13, 15, 17, 19, 21, 37, 40, 41, 47, 48, 55, 58, 62, 63, 71, 75, 83, 88, 91, 96]"
38,-45.97963487153752,-23.340013290661613,41.18,"[1, 9, 20, 23, 28, 35, 38, 50, 60, 61, 76, 89, 90]","[1, 9, 20, 23, 28, 30, 35, 38, 50, 60, 61, 75, 76, 89, 90, 97]"
39,-45.895076429659404,-23.3958489143977,77.29,"[29, 33, 39, 66, 72, 95]","[2, 7, 17, 21, 26, 29, 33, 39, 41, 47, 56, 58, 62, 66, 67, 72, 84, 88, 95]"
40,-45.85761909345254,-23.340478935342624,80.98,"[0, 10, 19, 40, 47, 63]","[0, 4, 7, 10, 15, 17, 19, 21, 37, 40, 47, 58, 62, 63, 71, 84, 85, 88, 96]"
41,-45.915599778302706,-23.373236761468934,23.61,"[2, 7, 17, 33, 41, 48, 67, 78, 83, 88, 91, 95]","[0, 2, 3, 4, 7, 10, 12, 15, 17, 19, 26, 29, 33, 37, 39, 41, 48, 55, 58, 63, 66, 67, 72, 75, 78, 83, 88, 91, 94, 95]"
42,-46.031471936711796,-23.37760658318949,60.65,"[8, 16, 42, 59, 65]","[5, 8, 9, 16, 23, 42, 59, 65]"
43,-46.060843789426116,-23.245917529333614,57.8,"[6, 43, 49, 57, 77]","[6, 18, 24, 27, 43, 46, 49, 57, 70, 77, 86, 92, 93]"
44,-45.84299267594657,-23.394434633565435,33.68,"[44, 54, 56, 84, 85]","[21, 29, 44, 47, 54, 56, 58, 62, 72, 84, 85]"
45,-46.10218777619225,-23.3958489143977,85.15,"[31, 32, 34, 36, 45, 51, 52, 68, 69, 73, 81, 82]","[31, 32, 34, 36, 45, 51, 52, 53, 68, 69, 73, 79, 81, 82]"
46,-46.081208650527486,-23.271527127414846,41.26,"[6, 24, 46, 49, 57, 70, 77, 86, 92]","[6, 18, 24, 27, 43, 46, 49, 57, 70, 77, 86, 87, 92, 98]"
47,-45.86761229087626,-23.36358792153573,64.67,"[0, 7, 17, 19, 21, 40, 47, 58, 62, 63, 84]","[0, 4, 7, 10, 17, 19, 21, 29, 37, 39, 40, 44, 47, 54, 56, 58, 62, 63, 66, 72, 83, 84, 85, 88, 91]"
48,-45.92396072515762,-23.35552221628429,59.36,"[4, 41, 48, 75, 83, 88, 91]","[1, 2, 3, 4, 7, 10, 15, 17, 19, 26, 29, 33, 37, 41, 48, 50, 55, 67, 75, 78, 83, 88, 89, 91, 94, 95]"
49,-46.06188597083233,-23.272288850377073,13.4,"[6, 24, 43, 46, 49, 57, 70, 77, 86]","[6, 24, 27, 43, 46, 49, 57, 70, 77, 86, 87, 92, 93, 98]"
50,-45.960781573095126,-23.3513916658902,94.85,"[1, 38, 50, 60, 61, 75, 76, 89]","[1, 2, 3, 9, 20, 23, 28, 35, 38, 48, 50, 60, 61, 75, 76, 78, 89, 90, 94, 97]"
51,-46.12107405277894,-23.386918273162244,92.63,"[31, 32, 34, 36, 45, 51, 52, 53, 68, 69, 73, 81, 82]","[31, 32, 34, 36, 45, 51, 52, 53, 68, 69, 73, 79, 80, 81, 82]"
52,-46.09611740949991,-23.394988128042662,42.21,"[31, 32, 34, 36, 45, 51, 52, 68, 69, 73, 81, 82]","[14, 31, 32, 34, 36, 45, 51, 52, 53, 68, 69, 73, 79, 81, 82]"
53,-46.12281418538869,-23.364845551501567,84.11,"[51, 53, 80, 81]","[14, 22, 25, 31, 32, 34, 36, 45, 51, 52, 53, 64, 68, 69, 73, 79, 80, 81, 82]"
54,-45.83993994308028,-23.3958489143977,91.63,"[44, 54, 56, 84, 85]","[21, 44, 47, 54, 56, 58, 62, 72, 84, 85]"
55,-45.90740998639444,-23.329831157759354,92.7,"[4, 10, 13, 15, 37, 55, 83, 91]","[0, 4, 7, 10, 11, 13, 15, 17, 19, 37, 41, 48, 55, 63, 71, 75, 83, 88, 91, 96]"
56,-45.85671910456395,-23.39042517187958,93.85,"[21, 44, 54, 56, 62, 84, 85]","[0, 7, 17, 21, 29, 33, 39, 44, 47, 54, 56, 58, 62, 63, 66, 72, 84, 85]"
57,-46.07684517074816,-23.258755476478544,51.16,"[6, 24, 27, 43, 46, 49, 57, 70, 77, 86, 92]","[6, 18, 24, 27, 43, 46, 49, 57, 70, 77, 86, 92]"
58,-45.874261588346386,-23.36470316659215,12.05,"[0, 7, 10, 17, 19, 21, 29, 47, 58, 62, 63, 84, 88]","[0, 4, 7, 10, 15, 17, 19, 21, 29, 33, 37, 39, 40, 41, 44, 47, 54, 56, 58, 62, 63, 66, 72, 83, 84, 85, 88, 91, 95]"
59,-46.01252414110627,-23.38205004363016,15.06,"[8, 16, 42, 59, 65]","[8, 9, 16, 23, 28, 42, 59, 65, 76, 97]"
60,-45.983529701662356,-23.335344127619308,86.93,"[1, 9, 20, 23, 28, 35, 38, 50, 60, 61, 90]","[1, 9, 20, 23, 28, 30, 35, 38, 50, 60, 61, 76, 89, 90]"
61,-45.97778239250192,-23.336359115017004,72.91,"[1, 9, 20, 23, 28, 35, 38, 50, 60, 61, 89, 90]","[1, 9, 20, 23, 28, 30, 35, 38, 50, 60, 61, 75, 76, 89, 90]"
62,-45.859799134654004,-23.36828030259892,41.12,"[0, 21, 47, 56, 58, 62, 63, 84, 85]","[0, 7, 10, 17, 19, 21, 29, 37, 39, 40, 44, 47, 54, 56, 58, 62, 63, 66, 72, 84, 85, 88]"
63,-45.87481606110624,-23.351697580062048,5.66,"[0, 4, 7, 10, 17, 19, 21, 37, 40, 47, 58, 62, 63, 88]","[0, 4, 7, 10, 15, 17, 19, 21, 29, 37, 40, 41, 47, 55, 56, 58, 62, 63, 71, 83, 84, 85, 88, 91, 96]"
64,-46.09938822665029,-23.325885495836403,98.76,"[22, 25, 64, 74, 80, 98, 99]","[5, 14, 22, 25, 53, 64, 74, 80, 98, 99]"
65,-46.02966675393919,-23.38632781180914,46.55,"[8, 16, 42, 59, 65]","[5, 8, 9, 16, 23, 42, 59, 65, 97]"
66,-45.89371469348913,-23.3958489143977,19.42,"[29, 33, 39, 66, 72, 95]","[2, 7, 17, 21, 26, 29, 33, 39, 41, 47, 56, 58, 62, 66, 67, 72, 84, 88, 95]"
67,-45.923611384520406,-23.383821500705103,81.41,"[2, 12, 26, 33, 41, 67, 78, 94, 95]","[2, 3, 7, 12, 17, 26, 29, 33, 39, 41, 48, 66, 67, 72, 75, 78, 83, 88, 91, 94, 95]"
68,-46.12281418538869,-23.3958489143977,87.63,"[31, 32, 34, 36, 45, 51, 52, 68, 69, 73, 82]","[31, 32, 34, 36, 45, 51, 52, 53, 68, 69, 73, 79, 81, 82]"
69,-46.10812803308579,-23.3958489143977,72.84,"[31, 32, 34, 36, 45, 51, 52, 68, 69, 73, 81, 82]","[31, 32, 34, 36, 45, 51, 52, 53, 68, 69, 73, 79, 81, 82]"
70,-46.0825954499482,-23.264581555260254,35.3,"[6, 24, 27, 46, 49, 57, 70, 77, 86, 92]","[6, 18, 24, 27, 43, 46, 49, 57, 70, 77, 86, 92, 98]"
71,-45.88122723596771,-23.317528587208088,78.23,"[10, 11, 13, 15, 37, 71, 96]","[0, 4, 10, 11, 13, 15, 19, 37, 40, 55, 63, 71, 83, 91, 96]"
72,-45.88874615029339,-23.3958489143977,25.71,"[29, 33, 39, 66, 72, 95]","[2, 7, 17, 21, 29, 33, 39, 41, 44, 47, 54, 56, 58, 62, 66, 67, 72, 84, 88, 95]"
73,-46.113602154125914,-23.39348817460893,42.9,"[31, 32, 34, 36, 45, 51, 52, 68, 69, 73, 81, 82]","[31, 32, 34, 36, 45, 51, 52, 53, 68, 69, 73, 79, 81, 82]"
74,-46.100183810380074,-23.313995471739258,98.04,"[22, 25, 64, 74, 98, 99]","[14, 22, 25, 64, 74, 80, 86, 98, 99]"
75,-45.93789047040139,-23.351999088945558,91.52,"[1, 48, 50, 75, 83, 89, 91]","[1, 2, 3, 4, 12, 15, 17, 20, 26, 37, 38, 41, 48, 50, 55, 61, 67, 75, 76, 78, 83, 88, 89, 91, 94]"
76,-45.9740615500273,-23.364871327561115,1.77,"[3, 9, 23, 28, 38, 50, 76, 89, 97]","[1, 3, 9, 12, 20, 23, 26, 28, 38, 50, 59, 60, 61, 75, 76, 78, 89, 94, 97]"
77,-46.05910400245998,-23.269507359872588,85.37,"[6, 24, 43, 46, 49, 57, 70, 77]","[6, 24, 27, 43, 46, 49, 57, 70, 77, 86, 87, 92, 93, 98]"
78,-45.9439829565929,-23.379348124576556,8.95,"[2, 3, 12, 26, 41, 67, 78, 94]","[2, 3, 12, 26, 33, 41, 48, 50, 67, 75, 76, 78, 83, 89, 91, 94, 95, 97]"
79,-46.084524020756035,-23.369368659158866,56.46,"[5, 14, 79, 81]","[5, 14, 25, 31, 32, 34, 36, 45, 51, 52, 53, 68, 69, 73, 79, 80, 81, 82, 99]"
80,-46.10238012995101,-23.346877962340706,71.36,"[14, 25, 53, 64, 80, 81, 99]","[5, 14, 22, 25, 51, 53, 64, 74, 79, 80, 81, 98, 99]"
81,-46.10584403538512,-23.372014060559625,15.99,"[31, 32, 45, 51, 52, 53, 69, 73, 79, 80, 81, 82]","[5, 14, 25, 31, 32, 34, 36, 45, 51, 52, 53, 68, 69, 73, 79, 80, 81, 82, 99]"
82,-46.11927190293521,-23.3958489143977,23.09,"[31, 32, 34, 36, 45, 51, 52, 68, 69, 73, 81, 82]","[31, 32, 34, 36, 45, 51, 52, 53, 68, 69, 73, 79, 81, 82]"
83,-45.91091640581747,-23.351425905768867,45.28,"[4, 7, 10, 15, 17, 19, 37, 41, 48, 55, 75, 83, 88, 91]","[0, 2, 4, 7, 10, 13, 15, 17, 19, 29, 33, 37, 41, 47, 48, 55, 58, 63, 67, 71, 75, 78, 83, 88, 91, 95, 96]"
84,-45.85721673913909,-23.377447620516875,43.21,"[21, 44, 47, 54, 56, 58, 62, 84, 85]","[0, 7, 17, 19, 21, 29, 39, 40, 44, 47, 54, 56, 58, 62, 63, 66, 72, 84, 85, 88]"
