local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-45.888347425224936,-23.27342483571351,22.72,"[0, 11, 31, 62, 75, 78, 82, 84, 95, 96]","[0, 11, 31, 45, 52, 62, 63, 64, 75, 78, 82, 84, 95, 96]"
1,-46.11686151257025,-23.258967671065264,98.42,"[1, 23, 81, 93]","[1, 5, 8, 17, 23, 34, 51, 67, 81, 93]"
2,-46.034626614944585,-23.367204416668866,69.25,"[2, 19, 33, 50, 60]","[2, 12, 19, 32, 33, 50, 60]"
3,-45.81883894955156,-23.341615406179365,53.41,"[3, 15, 27, 44, 59, 61, 70, 83, 87]","[3, 6, 15, 27, 44, 47, 48, 55, 58, 59, 61, 66, 70, 83, 87]"
4,-46.034660259950606,-23.293773224702313,69.6,"[4, 16, 39, 72, 74, 91, 92, 99]","[4, 13, 16, 29, 34, 39, 42, 43, 67, 69, 71, 72, 74, 88, 91, 92, 99]"
5,-46.07101039239279,-23.257084952693308,96.64,"[5, 8, 17, 29, 34, 43, 67, 72]","[1, 5, 8, 13, 16, 17, 23, 29, 34, 42, 43, 51, 67, 71, 72, 81, 89]"
6,-45.81883894955156,-23.37873138572363,53.18,"[6, 27, 47, 48, 59, 61]","[3, 6, 15, 27, 44, 46, 47, 48, 54, 59, 61, 70, 83]"
7,-45.81883894955156,-23.20207212374724,51.66,"[7, 68, 85]","[7, 10, 30, 36, 40, 68, 85]"
8,-46.074889125595774,-23.25334973870776,15.02,"[5, 8, 17, 43]","[1, 5, 8, 13, 17, 23, 29, 34, 42, 43, 51, 67, 71, 72, 81, 89, 93]"
9,-45.87047465463186,-23.34221558287732,41.1,"[9, 58, 90]","[9, 44, 47, 54, 58, 59, 61, 66, 73, 80, 83, 87, 90, 94]"
10,-45.86134247083192,-23.203039817575185,22.42,"[10, 21]","[7, 10, 21, 36, 68, 76, 85]"
11,-45.888621169996036,-23.292377563053375,25.61,"[0, 11, 62, 75, 82, 84, 96]","[0, 11, 22, 31, 52, 62, 75, 78, 80, 82, 84, 95, 96]"
12,-46.002532694387824,-23.392453520321155,4.72,"[12, 60]","[2, 12, 19, 32, 33, 50, 60]"
13,-46.0729056507127,-23.288648956432684,26.21,"[13, 17, 34, 43, 51, 67, 71, 72, 91, 92]","[4, 5, 8, 13, 16, 17, 23, 29, 34, 42, 43, 51, 67, 69, 71, 72, 74, 91, 92, 99]"
14,-46.0212992886258,-23.224306464655722,82.1,"[14, 24, 26, 28, 57, 79, 89, 98]","[14, 24, 26, 28, 42, 57, 65, 79, 89, 98]"
15,-45.82194733066539,-23.351470170667543,5.16,"[3, 15, 27, 44, 59, 61, 70, 83, 87]","[3, 6, 15, 27, 44, 47, 48, 54, 58, 59, 61, 66, 70, 83, 87]"
16,-46.02991697572589,-23.27505710228341,56.66,"[4, 16, 29, 42, 72, 88]","[4, 5, 13, 16, 29, 39, 42, 43, 72, 74, 88, 89, 91, 92, 98, 99]"
17,-46.08037874765324,-23.271548031789244,64.49,"[5, 8, 13, 17, 23, 34, 43, 51, 67, 71, 72]","[1, 5, 8, 13, 17, 23, 29, 34, 42, 43, 51, 67, 71, 72, 81, 91, 92, 93]"
18,-45.9446258216063,-23.326091157808925,16.0,"[18, 22, 37, 41, 49, 53, 56, 77, 97]","[18, 22, 25, 37, 41, 49, 53, 56, 77, 86, 97]"
19,-46.03060391327094,-23.371468546833952,8.79,"[2, 19, 33, 50, 60]","[2, 12, 19, 32, 33, 50, 60]"
20,-45.81883894955156,-23.26968007976159,2.94,"[20, 35, 38, 40]","[20, 30, 35, 36, 38, 40, 55, 76]"
21,-45.8795519045237,-23.22196918359856,1.58,"[10, 21]","[10, 21, 31, 45, 64, 76, 78, 95]"
22,-45.93087460596033,-23.309700881889075,70.76,"[18, 22, 37, 41, 52, 53, 77]","[11, 18, 22, 37, 41, 49, 52, 53, 56, 77, 97]"
23,-46.10120904166716,-23.266124477156264,49.41,"[1, 17, 23, 34, 51, 67, 81, 93]","[1, 5, 8, 13, 17, 23, 34, 43, 51, 67, 71, 72, 81, 93]"
24,-46.01650909715408,-23.211996534616738,85.51,"[14, 24, 26, 28, 57, 79, 98]","[14, 24, 26, 28, 57, 65, 79, 89, 98]"
25,-45.961773519714065,-23.358760829581954,33.54,"[25, 49, 86, 97]","[18, 25, 37, 41, 49, 56, 77, 86, 97]"
26,-46.01598362594534,-23.210644937187016,83.42,"[14, 24, 26, 28, 57, 79, 98]","[14, 24, 26, 28, 57, 65, 79, 89, 98]"
27,-45.81883894955156,-23.366278843166494,31.49,"[3, 6, 15, 27, 44, 47, 48, 59, 61, 83]","[3, 6, 15, 27, 44, 46, 47, 48, 54, 59, 61, 70, 83, 87]"
28,-46.0403648099739,-23.209312398758648,51.46,"[14, 24, 26, 28, 65, 79]","[14, 24, 26, 28, 57, 65, 79, 89, 98]"
29,-46.04479245126737,-23.2668372433625,10.64,"[5, 16, 29, 42, 43, 72, 89]","[4, 5, 8, 13, 16, 17, 29, 34, 39, 42, 43, 67, 71, 72, 74, 79, 88, 89, 91, 92, 98, 99]"
30,-45.82814968835525,-23.238544955749433,29.47,"[30, 36, 40, 76, 85]","[7, 20, 30, 31, 35, 36, 40, 64, 68, 76, 85]"
31,-45.86779303120727,-23.259208966739454,26.4,"[0, 31, 62, 64, 76, 78, 84, 95, 96]","[0, 11, 21, 30, 31, 35, 40, 62, 64, 75, 76, 78, 82, 84, 95, 96]"
32,-46.04844709518937,-23.3958489143977,24.9,"[32, 50, 60]","[2, 12, 19, 32, 50, 60]"
33,-46.018666532542305,-23.357300837901782,18.48,"[2, 19, 33, 60]","[2, 12, 19, 33, 50, 60, 69]"
34,-46.07877155662949,-23.281993278632942,76.49,"[5, 13, 17, 23, 34, 43, 51, 67, 71, 72]","[1, 4, 5, 8, 13, 17, 23, 29, 34, 42, 43, 51, 67, 71, 72, 74, 91, 92, 99]"
35,-45.82850931964416,-23.269671877223765,80.36,"[20, 35, 38, 40]","[20, 30, 31, 35, 36, 38, 40, 55, 76]"
36,-45.82474453090941,-23.23039470556844,39.09,"[30, 36, 40, 76, 85]","[7, 10, 20, 30, 35, 36, 40, 68, 76, 85]"
37,-45.95413130472312,-23.314881871928385,49.46,"[18, 22, 37, 41, 56, 77]","[18, 22, 25, 37, 41, 49, 52, 53, 56, 77, 86, 97]"
38,-45.81883894955156,-23.288897469357494,50.71,"[20, 35, 38, 55]","[20, 35, 38, 55, 66, 80]"
39,-46.0078697560858,-23.295694248843265,28.86,"[4, 39, 88]","[4, 16, 29, 39, 74, 88, 99]"
40,-45.824744939432634,-23.243737466501777,53.59,"[20, 30, 35, 36, 40, 76]","[7, 20, 30, 31, 35, 36, 40, 64, 68, 76, 85]"
41,-45.9433984365093,-23.320117628758286,3.83,"[18, 22, 37, 41, 49, 53, 56, 77]","[18, 22, 25, 37, 41, 49, 52, 53, 56, 77, 86, 97]"
42,-46.04233782020554,-23.26318252889513,22.45,"[16, 29, 42, 72, 89]","[4, 5, 8, 13, 14, 16, 17, 29, 34, 42, 43, 67, 71, 72, 74, 79, 88, 89, 91, 92, 98, 99]"
43,-46.06934600442032,-23.277872091527914,25.73,"[5, 8, 13, 17, 29, 34, 43, 67, 71, 72, 91]","[4, 5, 8, 13, 16, 17, 23, 29, 34, 42, 43, 51, 67, 71, 72, 74, 91, 92, 99]"
44,-45.83011325836068,-23.348517028540638,84.19,"[3, 15, 27, 44, 59, 61, 70, 83, 87]","[3, 6, 9, 15, 27, 44, 47, 48, 54, 58, 59, 61, 66, 70, 83, 87]"
45,-45.91328349894028,-23.23784109856729,89.31,"[45, 63]","[0, 21, 45, 62, 63, 64, 78, 82, 84, 95]"
46,-45.850866893644685,-23.395077402033138,4.31,"[46, 47, 54]","[6, 27, 46, 47, 48, 54, 59, 61]"
47,-45.83886672498805,-23.374826714390622,11.74,"[6, 27, 46, 47, 48, 54, 59, 61, 83]","[3, 6, 9, 15, 27, 44, 46, 47, 48, 54, 59, 61, 70, 83, 87]"
48,-45.82201073632806,-23.378504913973114,94.05,"[6, 27, 47, 48, 59, 61]","[3, 6, 15, 27, 44, 46, 47, 48, 54, 59, 61, 70, 83]"
49,-45.94111831165956,-23.341107000440356,74.39,"[18, 25, 41, 49, 53, 56, 77, 86, 97]","[18, 22, 25, 37, 41, 49, 53, 56, 73, 77, 86, 94, 97]"
50,-46.047109282030924,-23.39077707154359,47.37,"[2, 19, 32, 50, 60]","[2, 12, 19, 32, 33, 50, 60]"
51,-46.10154630012082,-23.287568528904103,73.04,"[13, 17, 23, 34, 51, 67, 71]","[1, 5, 8, 13, 17, 23, 34, 43, 51, 67, 71, 72, 91, 92, 93]"
52,-45.92193955795922,-23.285605243108705,13.71,"[22, 52]","[0, 11, 22, 37, 41, 52, 53, 62, 63, 75, 77, 82, 84, 95, 96]"
53,-45.92037948934605,-23.32850966571426,33.76,"[18, 22, 41, 49, 53, 77]","[18, 22, 37, 41, 49, 52, 53, 56, 73, 77, 86, 90, 94, 97]"
54,-45.85663502653546,-23.374892782905192,92.6,"[46, 47, 54, 59]","[6, 9, 15, 27, 44, 46, 47, 48, 54, 59, 61, 83, 87, 90, 94]"
