local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-45.81883894955156,-23.274421856541004,46.24,"[0, 22, 53, 54, 68, 120, 157, 168, 211, 283, 300, 309, 324, 395, 419, 457, 460, 469, 484]","[0, 22, 25, 45, 51, 53, 54, 68, 94, 96, 112, 116, 120, 153, 157, 168, 188, 192, 199, 211, 212, 234, 236, 283, 299, 300, 309, 324, 332, 351, 365, 369, 377, 383, 393, 395, 398, 407, 419, 442, 443, 457, 460, 469, 484, 496]"
1,-45.84889604000574,-23.3958489143977,91.56,"[1, 18, 31, 32, 46, 49, 62, 79, 84, 90, 132, 139, 146, 165, 191, 204, 268, 316, 342, 428]","[1, 11, 13, 18, 19, 31, 32, 33, 44, 46, 49, 62, 69, 79, 84, 86, 87, 90, 95, 117, 121, 132, 139, 146, 149, 154, 162, 165, 170, 176, 191, 201, 204, 232, 242, 245, 246, 248, 254, 265, 268, 316, 322, 325, 328, 336, 342, 348, 428, 438, 446, 459, 462, 464]"
2,-46.064577231101936,-23.3958489143977,47.22,"[2, 220, 239, 326, 391, 454]","[2, 17, 75, 98, 105, 124, 220, 239, 244, 272, 284, 293, 326, 354, 391, 431, 454, 495]"
3,-45.970146130546155,-23.268931339212948,28.79,"[3, 82, 99, 104, 126, 140, 160, 189, 203, 218, 224, 225, 241, 255, 286, 297, 298, 305, 310, 355, 422, 466, 481]","[3, 6, 7, 8, 56, 66, 67, 76, 82, 89, 99, 104, 126, 136, 140, 155, 158, 160, 171, 175, 189, 203, 208, 218, 224, 225, 241, 243, 255, 261, 286, 292, 297, 298, 305, 310, 311, 318, 329, 338, 350, 355, 389, 408, 421, 422, 426, 429, 436, 466, 480, 481]"
4,-46.01765320995547,-23.23594419467917,31.96,"[4, 52, 64, 65, 67, 107, 205, 214, 288, 292, 359, 409, 471, 492]","[4, 6, 7, 9, 41, 52, 64, 65, 67, 107, 114, 126, 137, 140, 161, 166, 171, 174, 175, 178, 186, 205, 208, 214, 224, 237, 251, 255, 271, 285, 288, 290, 292, 294, 298, 302, 311, 319, 333, 338, 339, 359, 361, 373, 385, 400, 402, 404, 409, 423, 426, 429, 433, 434, 440, 451, 471, 472, 485, 492]"
5,-45.88364221358527,-23.20207212374724,89.48,"[5, 36, 97, 148, 197, 207, 266, 335, 382, 401, 427, 456, 478]","[5, 36, 92, 97, 119, 148, 151, 197, 200, 207, 223, 253, 266, 279, 334, 335, 363, 368, 382, 392, 401, 413, 427, 447, 456, 461, 478, 482, 498]"
6,-46.00782016700314,-23.26317633980587,77.42,"[6, 52, 67, 126, 137, 140, 166, 175, 208, 214, 224, 243, 255, 298, 338, 359, 361, 409, 429, 477]","[3, 4, 6, 7, 52, 64, 65, 67, 82, 126, 137, 140, 166, 171, 175, 178, 189, 208, 214, 224, 243, 255, 271, 286, 288, 292, 297, 298, 311, 329, 338, 355, 359, 361, 380, 409, 422, 426, 429, 444, 451, 452, 466, 471, 477, 481, 492]"
7,-45.9863765045593,-23.235830081827785,12.16,"[7, 67, 107, 126, 171, 251, 255, 288, 292, 311, 339, 350, 426, 471]","[3, 4, 6, 7, 8, 41, 52, 64, 65, 67, 82, 89, 104, 107, 126, 140, 152, 161, 171, 174, 187, 214, 224, 251, 252, 255, 277, 286, 288, 292, 296, 297, 298, 311, 327, 333, 338, 339, 350, 355, 359, 385, 409, 426, 466, 471, 481, 492]"
8,-45.95603197864234,-23.242534928167206,30.06,"[8, 39, 82, 89, 286, 297, 311, 350, 355, 389, 426, 436, 466, 481]","[3, 7, 8, 23, 39, 42, 67, 82, 89, 99, 104, 126, 136, 140, 152, 158, 171, 187, 200, 203, 213, 218, 224, 225, 230, 241, 251, 255, 259, 261, 277, 286, 292, 296, 297, 303, 305, 310, 311, 318, 327, 339, 350, 355, 363, 384, 389, 408, 421, 426, 436, 439, 466, 468, 471, 474, 481]"
9,-46.032540669491794,-23.20207212374724,81.32,"[9, 64, 114, 205, 237, 278, 285, 290, 294, 302, 319, 333, 343, 373, 400, 402, 423, 433, 434, 440, 485]","[4, 9, 41, 64, 65, 78, 101, 107, 114, 115, 130, 161, 174, 186, 205, 214, 237, 251, 252, 271, 278, 285, 288, 290, 294, 302, 319, 333, 343, 359, 373, 385, 400, 402, 404, 423, 433, 434, 440, 458, 471, 472, 485, 492]"
10,-45.90192391461509,-23.391706786890154,8.62,"[10, 69, 83, 117, 154, 167, 172, 201, 215, 216, 221, 247, 248, 254, 265, 281, 340, 378, 438, 473, 487]","[10, 14, 18, 19, 49, 69, 79, 83, 84, 87, 88, 93, 117, 122, 123, 154, 163, 167, 172, 180, 190, 195, 201, 204, 206, 215, 216, 221, 232, 247, 248, 254, 265, 281, 282, 328, 340, 352, 378, 416, 420, 430, 438, 445, 473, 487]"
11,-45.8266976371795,-23.35597533623808,86.31,"[11, 13, 33, 86, 95, 149, 176, 246, 258, 268, 304, 314, 331, 345, 360, 435, 446]","[1, 11, 13, 19, 31, 32, 33, 44, 46, 86, 90, 95, 121, 132, 139, 146, 147, 149, 153, 162, 165, 169, 170, 176, 198, 199, 242, 245, 246, 256, 258, 268, 304, 314, 316, 322, 325, 331, 336, 342, 345, 348, 360, 362, 428, 435, 442, 446, 455, 459, 462, 464, 479, 488]"
12,-46.12281418538869,-23.3958489143977,18.8,"[12, 29, 98, 156, 390, 412]","[12, 29, 81, 98, 105, 129, 156, 239, 244, 390, 412, 431]"
13,-45.83330119747688,-23.354843570142947,65.22,"[11, 13, 33, 86, 95, 149, 170, 176, 246, 256, 258, 268, 304, 314, 331, 345, 360, 435, 446, 479]","[1, 11, 13, 19, 30, 31, 32, 33, 44, 46, 62, 86, 90, 95, 121, 132, 139, 146, 147, 149, 153, 162, 165, 169, 170, 176, 191, 198, 199, 242, 245, 246, 256, 258, 268, 304, 314, 316, 322, 325, 328, 331, 336, 342, 345, 348, 352, 360, 362, 415, 428, 435, 442, 446, 455, 459, 462, 464, 479, 488]"
14,-45.93075182596249,-23.368626786959492,14.49,"[14, 58, 83, 93, 103, 122, 128, 180, 185, 195, 206, 274, 281, 282, 330, 340, 356, 420, 445]","[10, 14, 58, 63, 71, 83, 88, 91, 93, 103, 106, 108, 113, 122, 123, 127, 128, 143, 154, 163, 167, 172, 180, 182, 185, 190, 195, 202, 206, 209, 210, 215, 216, 221, 235, 240, 247, 248, 262, 267, 274, 276, 281, 282, 320, 330, 340, 344, 353, 356, 378, 388, 405, 411, 416, 420, 430, 432, 445, 448, 473, 476, 487, 499]"
15,-45.870571390137115,-23.310972419992382,55.96,"[15, 30, 112, 142, 169, 192, 198, 229, 233, 264, 270, 287, 291, 321, 357, 377]","[15, 25, 26, 30, 51, 94, 112, 113, 138, 142, 163, 169, 188, 192, 198, 199, 229, 233, 256, 260, 264, 270, 276, 287, 291, 321, 331, 349, 352, 357, 360, 369, 377, 398, 403, 407, 415, 430, 432, 455, 479, 496]"
16,-45.81883894955156,-23.208303862081365,17.95,"[16, 34, 57, 144, 159, 212, 250, 315, 371, 379, 392, 414, 467, 493]","[16, 34, 45, 57, 119, 144, 151, 157, 159, 207, 212, 236, 250, 299, 315, 332, 335, 351, 371, 379, 383, 392, 395, 401, 414, 447, 467, 493]"
17,-46.03603055566707,-23.372161983281707,88.66,"[17, 72, 220, 272, 326, 454, 495]","[2, 17, 21, 55, 70, 72, 73, 75, 111, 124, 179, 220, 272, 280, 284, 289, 293, 295, 323, 326, 354, 366, 370, 372, 387, 391, 397, 437, 449, 454, 483, 495]"
18,-45.86563302976727,-23.3958489143977,26.76,"[1, 18, 31, 32, 49, 62, 69, 79, 84, 117, 132, 146, 191, 201, 204, 254, 265, 316, 328, 342, 428, 438]","[1, 10, 18, 19, 31, 32, 44, 46, 49, 62, 69, 79, 83, 84, 87, 88, 90, 95, 117, 121, 132, 139, 146, 154, 162, 165, 170, 191, 201, 204, 216, 221, 232, 242, 245, 246, 247, 248, 254, 265, 268, 316, 322, 325, 328, 336, 342, 348, 378, 428, 438, 459, 462, 464, 473, 487]"
19,-45.873958616614594,-23.357702662177143,60.26,"[19, 26, 87, 88, 95, 113, 117, 163, 169, 170, 232, 247, 328, 352, 415, 430, 432, 455, 479, 487]","[1, 10, 11, 13, 18, 19, 26, 30, 49, 62, 69, 79, 83, 84, 87, 88, 93, 95, 113, 117, 138, 139, 146, 154, 163, 169, 170, 180, 185, 191, 195, 201, 204, 229, 232, 240, 246, 247, 248, 254, 256, 265, 268, 276, 281, 282, 291, 304, 328, 331, 345, 352, 360, 415, 430, 432, 438, 455, 479, 487]"
20,-46.098892451048116,-23.20207212374724,15.62,"[20, 27, 61, 78, 101, 115, 130, 133, 173, 217, 257, 394, 410]","[20, 27, 40, 61, 78, 85, 101, 109, 115, 130, 133, 173, 186, 217, 257, 278, 301, 343, 394, 410, 423, 458, 491]"
21,-46.04917150605149,-23.34209909912868,24.64,"[21, 72, 75, 124, 272, 295, 354, 372, 449, 453, 494]","[17, 21, 37, 43, 55, 72, 75, 80, 105, 124, 131, 134, 150, 177, 272, 280, 284, 295, 346, 354, 372, 397, 406, 449, 453, 483, 490, 494]"
22,-45.81883894955156,-23.263751624799394,75.92,"[0, 22, 45, 53, 54, 68, 120, 157, 168, 299, 309, 351, 395, 443, 460, 484]","[0, 22, 45, 51, 53, 54, 68, 94, 96, 116, 120, 157, 168, 188, 211, 212, 234, 236, 283, 299, 300, 309, 324, 332, 351, 365, 369, 377, 383, 393, 395, 398, 407, 419, 443, 457, 460, 469, 484, 496]"
23,-45.93409531135233,-23.212586035933022,66.86,"[23, 39, 42, 97, 197, 200, 230, 238, 259, 296, 327, 334, 363, 413, 439, 468, 498]","[8, 23, 39, 42, 89, 97, 148, 152, 171, 187, 197, 200, 213, 230, 238, 259, 277, 296, 303, 311, 327, 334, 350, 363, 384, 389, 413, 426, 427, 436, 439, 461, 468, 474, 478, 482, 498]"
24,-46.115622873674425,-23.263203733666924,93.84,"[24, 50, 100, 141, 226, 231, 263, 376, 417]","[24, 50, 59, 100, 109, 133, 141, 145, 226, 231, 257, 263, 301, 307, 312, 337, 341, 376, 417, 491]"
25,-45.86645326225384,-23.280140844753017,53.11,"[25, 94, 112, 192, 264, 270, 321, 349, 369, 377, 398, 407, 496]","[0, 15, 25, 28, 51, 53, 68, 77, 92, 94, 96, 112, 116, 142, 168, 184, 188, 192, 198, 233, 236, 253, 260, 264, 270, 279, 287, 291, 309, 321, 349, 357, 368, 369, 377, 386, 393, 398, 403, 407, 418, 441, 443, 460, 484, 496]"
26,-45.885816541033584,-23.337214716232133,18.27,"[19, 26, 30, 88, 113, 138, 142, 163, 169, 229, 240, 276, 287, 291, 352, 357, 415, 430, 432, 455]","[15, 19, 26, 30, 58, 87, 88, 93, 95, 106, 110, 113, 117, 127, 138, 142, 163, 169, 170, 180, 185, 195, 198, 210, 229, 232, 233, 240, 247, 256, 264, 270, 276, 281, 282, 287, 291, 304, 328, 331, 345, 352, 356, 357, 360, 403, 405, 411, 415, 425, 430, 432, 455, 479, 487, 497]"
27,-46.12281418538869,-23.20207212374724,85.07,"[20, 27, 61, 109, 133, 173, 217, 301, 394, 410, 491]","[20, 27, 40, 61, 101, 109, 133, 173, 217, 257, 301, 394, 410, 491]"
28,-45.88527948026438,-23.258111163888575,2.89,"[28, 77, 92, 184, 223, 253, 349, 368, 384, 386, 398, 418, 461, 482]","[25, 28, 36, 77, 92, 94, 96, 116, 136, 184, 213, 223, 236, 253, 260, 261, 264, 270, 279, 303, 321, 349, 368, 375, 377, 382, 384, 386, 393, 398, 408, 418, 436, 441, 443, 461, 474, 482, 496]"
29,-46.12281418538869,-23.3958489143977,59.84,"[12, 29, 98, 156, 390, 412]","[12, 29, 81, 98, 105, 129, 156, 239, 244, 390, 412, 431]"
30,-45.86782140234149,-23.330260985524447,26.21,"[15, 26, 30, 169, 198, 229, 233, 256, 287, 291, 331, 352, 360, 415, 455, 479]","[13, 15, 19, 26, 30, 51, 87, 88, 95, 112, 113, 138, 142, 163, 169, 170, 192, 198, 199, 229, 232, 233, 240, 246, 256, 264, 270, 276, 287, 291, 304, 328, 331, 345, 352, 357, 360, 377, 415, 430, 432, 435, 455, 479, 487]"
31,-45.8473717113771,-23.3958489143977,18.95,"[1, 18, 31, 32, 44, 46, 49, 62, 79, 84, 90, 121, 132, 139, 146, 162, 165, 191, 204, 245, 268, 316, 322, 325, 336, 342, 348, 428, 459, 464]","[1, 11, 13, 18, 31, 32, 33, 44, 46, 49, 62, 69, 79, 84, 86, 87, 90, 95, 117, 121, 132, 139, 146, 149, 154, 162, 165, 170, 176, 191, 201, 204, 232, 242, 245, 246, 248, 254, 258, 265, 268, 316, 322, 325, 328, 336, 342, 348, 428, 438, 446, 459, 462, 464]"
32,-45.84557818628121,-23.3958489143977,1.68,"[1, 18, 31, 32, 44, 46, 49, 62, 79, 84, 90, 121, 132, 139, 146, 162, 165, 191, 204, 245, 268, 316, 322, 325, 336, 342, 348, 428, 459, 464]","[1, 11, 13, 18, 31, 32, 33, 44, 46, 49, 62, 69, 79, 84, 86, 87, 90, 95, 117, 121, 132, 139, 146, 149, 162, 165, 170, 176, 191, 201, 204, 232, 242, 245, 246, 254, 258, 265, 268, 316, 322, 325, 328, 336, 342, 348, 428, 438, 446, 459, 462, 464]"
