local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-46.06886618184718,-23.22956578278222,13.25,"[0, 1, 9, 13, 16, 19, 21, 24, 31, 38, 39, 41, 57, 70, 71, 78, 89, 95, 98]","[0, 1, 7, 9, 13, 16, 19, 21, 24, 27, 31, 36, 38, 39, 41, 47, 48, 50, 54, 55, 56, 57, 67, 70, 71, 74, 76, 78, 81, 83, 87, 89, 95, 98, 99]"
1,-46.06627433750325,-23.20816568326805,54.81,"[0, 1, 13, 19, 38, 41, 48, 57, 67, 70, 71, 74, 76, 78, 83, 87, 98, 99]","[0, 1, 13, 16, 19, 21, 24, 31, 36, 38, 39, 41, 48, 54, 57, 67, 70, 71, 74, 76, 78, 83, 87, 89, 95, 98, 99]"
2,-45.93374069122705,-23.37756228715497,23.86,"[2, 8, 11, 35, 43, 46, 73, 80, 94]","[2, 8, 10, 11, 12, 14, 23, 35, 40, 43, 45, 46, 53, 73, 80, 82, 84, 90, 94, 97]"
3,-45.89409753490821,-23.233875529740878,57.11,"[3, 4, 61, 96]","[3, 4, 32, 58, 61, 75, 77, 96]"
4,-45.87068735271179,-23.22003781269787,43.75,"[3, 4, 6, 32, 58, 61, 64, 75, 77, 96]","[3, 4, 6, 32, 42, 44, 51, 52, 58, 61, 64, 75, 77, 96]"
5,-46.05160658074396,-23.275192798238702,78.25,"[5, 9, 18, 28, 47, 50, 55, 56, 69, 81, 86, 88, 92]","[5, 9, 18, 24, 25, 26, 27, 28, 30, 31, 34, 39, 47, 50, 55, 56, 59, 60, 66, 68, 69, 81, 86, 88, 89, 92, 98]"
6,-45.85578066609459,-23.20207212374724,57.26,"[4, 6, 32, 42, 44, 52, 58, 64, 75, 77]","[4, 6, 32, 42, 44, 51, 52, 58, 61, 64, 75, 77, 96]"
7,-46.107894730073376,-23.24133720253909,22.58,"[7, 21, 27, 31, 37, 70]","[0, 7, 9, 16, 21, 27, 31, 37, 38, 39, 47, 48, 50, 54, 55, 56, 66, 70, 71, 95, 98, 99]"
8,-45.92032370864417,-23.3958489143977,78.2,"[2, 8, 73, 80]","[2, 8, 10, 11, 12, 35, 43, 46, 73, 80, 94]"
9,-46.06475835263545,-23.253284323850217,42.23,"[0, 5, 9, 16, 18, 21, 24, 27, 31, 39, 47, 50, 55, 56, 81, 86, 88, 89, 95, 98]","[0, 5, 7, 9, 13, 16, 18, 19, 21, 24, 25, 26, 27, 30, 31, 34, 37, 38, 39, 47, 50, 55, 56, 57, 66, 68, 69, 70, 71, 78, 81, 86, 88, 89, 92, 95, 98]"
10,-45.925315375719116,-23.35120712408156,68.37,"[10, 12, 35, 43, 46, 53, 73, 84, 90]","[2, 8, 10, 11, 12, 22, 35, 40, 43, 46, 53, 63, 65, 73, 80, 82, 84, 90, 94, 97]"
11,-45.96227642965672,-23.377704297514477,15.51,"[2, 11, 14, 23, 35, 45, 46, 82, 94, 97]","[2, 8, 10, 11, 14, 15, 23, 35, 40, 43, 45, 46, 49, 63, 65, 73, 80, 82, 84, 90, 93, 94, 97]"
12,-45.901780557232705,-23.366841479364414,71.54,"[10, 12, 43, 73]","[2, 8, 10, 12, 35, 43, 46, 53, 73, 80, 84, 90]"
13,-46.05286733145979,-23.212243649538127,93.61,"[0, 1, 13, 19, 36, 38, 41, 57, 67, 76, 78, 83, 87, 98]","[0, 1, 9, 13, 16, 19, 20, 21, 24, 31, 36, 38, 39, 41, 48, 57, 67, 70, 71, 74, 76, 78, 83, 87, 89, 95, 98, 99]"
14,-45.97771900331579,-23.374243613836317,91.76,"[11, 14, 23, 45, 49, 82, 94, 97]","[2, 11, 14, 15, 23, 35, 40, 45, 46, 49, 63, 65, 82, 84, 93, 94, 97]"
15,-45.99824980805391,-23.350519082682002,1.24,"[15, 23, 49, 93]","[11, 14, 15, 22, 23, 40, 45, 49, 63, 65, 82, 93, 97]"
16,-46.0767739109259,-23.236227563294886,9.46,"[0, 9, 16, 19, 21, 27, 31, 38, 39, 50, 70, 71, 78, 95, 98]","[0, 1, 7, 9, 13, 16, 19, 21, 24, 27, 31, 37, 38, 39, 41, 47, 48, 50, 54, 55, 56, 57, 67, 70, 71, 74, 76, 78, 81, 83, 86, 87, 89, 95, 98, 99]"
17,-46.11235179923932,-23.291088124991703,33.59,"[17, 29, 33, 66, 68, 85]","[17, 27, 29, 33, 37, 47, 55, 60, 66, 68, 85]"
18,-46.06213230688085,-23.2792986804862,44.85,"[5, 9, 18, 28, 47, 50, 55, 56, 81, 86, 88, 92]","[5, 9, 18, 24, 27, 28, 30, 31, 33, 37, 39, 47, 50, 55, 56, 59, 60, 62, 66, 68, 69, 81, 85, 86, 88, 89, 92, 98]"
19,-46.06348936036391,-23.21488193768913,58.46,"[0, 1, 13, 16, 19, 36, 38, 41, 48, 57, 67, 70, 71, 74, 76, 78, 83, 87, 95, 98]","[0, 1, 9, 13, 16, 19, 21, 24, 31, 36, 38, 39, 41, 48, 50, 54, 57, 67, 70, 71, 74, 76, 78, 83, 87, 89, 95, 98, 99]"
20,-46.01647661203705,-23.20207212374724,7.23,"[20, 36]","[13, 20, 36, 57, 67, 72, 76, 79, 83]"
21,-46.087022436046695,-23.23803085982304,39.48,"[0, 7, 9, 16, 21, 27, 31, 38, 39, 70, 71, 95, 98]","[0, 1, 7, 9, 13, 16, 19, 21, 24, 27, 31, 37, 38, 39, 41, 47, 48, 50, 54, 55, 56, 57, 66, 70, 71, 74, 76, 78, 87, 89, 95, 98, 99]"
