local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-45.98069833442432,-23.3958489143977,76.08,"[0, 8, 27, 40, 95, 96]","[0, 8, 27, 40, 57, 69, 71, 73, 95, 96]"
1,-46.013087802811974,-23.285359551498633,0.04,"[1, 9, 14, 22, 55, 56, 79, 89, 91]","[1, 9, 10, 14, 16, 22, 23, 55, 56, 79, 84, 89, 91, 93]"
2,-45.860312320862135,-23.300054158080766,59.48,"[2, 4, 5, 19, 48, 87, 90, 92, 98]","[2, 4, 5, 19, 25, 35, 38, 48, 87, 90, 92, 98]"
3,-45.91171916028886,-23.22842605353851,13.78,"[3, 34, 41, 47, 63, 67, 68, 78]","[3, 6, 13, 15, 26, 34, 37, 41, 45, 47, 51, 61, 63, 65, 67, 68, 70, 78, 80, 86, 94]"
4,-45.87961758098481,-23.315098730588005,25.8,"[2, 4, 5, 19, 38, 48, 87, 90, 92]","[2, 4, 5, 11, 19, 25, 38, 48, 85, 87, 90, 92, 98]"
5,-45.86577551415413,-23.31272499053188,3.66,"[2, 4, 5, 19, 87, 90, 92, 98]","[2, 4, 5, 11, 19, 25, 35, 38, 48, 87, 90, 92, 98]"
6,-45.93055501539662,-23.20207212374724,31.52,"[6, 13, 29, 45, 47, 51, 67, 78, 80]","[3, 6, 13, 26, 29, 34, 41, 45, 47, 51, 63, 65, 67, 68, 78, 80]"
7,-46.12281418538869,-23.216896562313984,86.68,"[7, 33, 42, 43, 46, 54, 60, 64, 88]","[7, 33, 42, 43, 46, 54, 60, 64, 66, 88]"
8,-45.97209074763868,-23.3958489143977,10.73,"[0, 8, 27, 40, 95, 96]","[0, 8, 27, 40, 57, 58, 69, 71, 73, 95, 96]"
9,-46.0147167493599,-23.29265085974838,8.0,"[1, 9, 14, 22, 55, 56, 79, 89, 91]","[1, 9, 14, 16, 22, 55, 56, 59, 79, 84, 89, 91, 93]"
10,-45.96967705788837,-23.270494718559807,16.65,"[10, 23, 31, 37, 50, 55, 62, 72, 77]","[1, 10, 15, 17, 18, 22, 23, 31, 32, 36, 37, 49, 50, 55, 62, 65, 72, 77, 83, 86]"
11,-45.8912008592935,-23.348048283692226,23.68,[11],"[4, 5, 11, 12, 19, 20, 28, 81, 85, 90]"
12,-45.937555017410915,-23.360231477922262,98.03,"[12, 20, 28, 53, 57, 58, 69, 71, 73, 74, 99]","[11, 12, 20, 27, 28, 39, 40, 53, 57, 58, 69, 71, 73, 74, 81, 85, 95, 99]"
13,-45.92667699892349,-23.203052245047907,2.68,"[6, 13, 29, 41, 45, 47, 51, 67, 78, 80]","[3, 6, 13, 26, 29, 34, 41, 45, 47, 51, 63, 67, 68, 78, 80]"
14,-46.019353898935314,-23.27558884103489,57.45,"[1, 9, 14, 22, 55, 56, 79, 89, 91]","[1, 9, 14, 16, 22, 23, 55, 56, 79, 84, 89, 91, 93]"
15,-45.92485597819962,-23.262766390034667,69.29,"[15, 18, 49, 61, 83, 86, 94]","[3, 10, 15, 17, 18, 25, 31, 32, 36, 37, 38, 49, 50, 61, 62, 63, 65, 68, 72, 77, 78, 83, 86, 94]"
16,-46.040772384129156,-23.313566216495975,18.38,"[16, 24, 59, 76, 84, 93]","[1, 9, 14, 16, 24, 30, 56, 59, 76, 79, 82, 84, 89, 91, 93]"
17,-45.93651026943068,-23.288763395629072,41.64,"[17, 18, 32, 36, 49, 50, 77, 83]","[10, 15, 17, 18, 25, 31, 32, 36, 37, 38, 49, 50, 61, 62, 72, 77, 83, 85, 86]"
18,-45.928339587636074,-23.281641681778538,48.43,"[15, 17, 18, 32, 36, 49, 50, 61, 77, 83]","[10, 15, 17, 18, 25, 31, 32, 36, 37, 38, 48, 49, 50, 61, 62, 65, 72, 77, 83, 86, 94]"
19,-45.88569182552026,-23.308106236499007,84.82,"[2, 4, 5, 19, 25, 38, 48, 87, 90, 92]","[2, 4, 5, 11, 19, 25, 38, 48, 85, 87, 90, 92, 98]"
20,-45.92840634269233,-23.363005985504863,4.63,"[12, 20, 28, 53, 58, 69, 71, 73, 74, 81, 99]","[11, 12, 20, 28, 39, 53, 57, 58, 69, 71, 73, 74, 81, 85, 99]"
21,-46.060694888194554,-23.221121329904523,72.86,"[21, 75]","[21, 44, 54, 66, 75, 97]"
22,-46.007549928141884,-23.274003361225596,75.89,"[1, 9, 14, 22, 55, 56, 79, 89, 91]","[1, 9, 10, 14, 22, 23, 31, 55, 56, 62, 72, 79, 84, 89, 91]"
23,-45.9800752695914,-23.254771029166054,2.2,"[10, 23, 31, 37, 55, 62, 72]","[1, 10, 14, 22, 23, 31, 37, 45, 50, 55, 62, 65, 72, 77, 83, 86]"
24,-46.06847338397388,-23.30464996951738,23.41,"[16, 24, 30, 59, 76, 82, 84, 93]","[16, 24, 30, 59, 76, 79, 82, 84, 89, 93]"
25,-45.905966038218374,-23.30080961557663,94.32,"[19, 25, 32, 38, 48]","[2, 4, 5, 15, 17, 18, 19, 25, 32, 36, 38, 48, 49, 61, 83, 85, 87, 90, 92, 94]"
26,-45.89091056604577,-23.20207212374724,96.05,"[26, 34, 41, 51, 67, 70]","[3, 6, 13, 26, 34, 41, 47, 51, 52, 63, 67, 70, 78, 80]"
27,-45.96515481046558,-23.3958489143977,63.93,"[0, 8, 27, 40, 71, 95, 96]","[0, 8, 12, 27, 39, 40, 57, 58, 69, 71, 73, 74, 95, 96]"
