local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-45.995127231770056,-23.3623549300519,9.57,"[0, 4, 14, 25, 27, 28, 31, 38, 43, 44]","[0, 2, 4, 8, 9, 11, 14, 25, 27, 28, 29, 31, 36, 38, 39, 41, 43, 44, 46]"
1,-46.05873561750214,-23.302507859913433,97.82,"[1, 33, 34, 35]","[1, 16, 22, 33, 34, 35]"
2,-45.997885587105515,-23.3958489143977,4.89,"[2, 4, 8, 25, 27, 29, 31, 44, 46]","[0, 2, 4, 8, 11, 14, 25, 27, 28, 29, 31, 41, 43, 44, 46]"
3,-45.906353331499645,-23.38651277284714,16.57,"[3, 5, 17, 24]","[3, 5, 9, 17, 21, 24, 40]"
4,-46.00287990040535,-23.37956337902696,10.3,"[0, 2, 4, 8, 14, 25, 27, 29, 31, 43, 44, 46]","[0, 2, 4, 8, 11, 14, 25, 27, 28, 29, 31, 38, 41, 43, 44, 46]"
5,-45.89973378851072,-23.372712422272713,78.69,"[3, 5, 17, 24]","[3, 5, 17, 24, 40]"
6,-45.844715841444334,-23.33332783692447,43.88,"[6, 10, 15, 32]","[6, 10, 15, 32, 45]"
7,-45.902661243102095,-23.252056052912458,5.01,"[7, 37, 47, 49]","[7, 12, 13, 19, 20, 23, 26, 37, 42, 47, 49]"
8,-45.98442246742612,-23.3958489143977,60.45,"[2, 4, 8, 11, 25, 27, 29, 41, 44, 46]","[0, 2, 4, 8, 9, 11, 14, 21, 25, 27, 28, 29, 31, 40, 41, 43, 44, 46]"
9,-45.95206539037184,-23.376387395135485,72.86,"[9, 11, 21, 36, 40, 41]","[0, 3, 8, 9, 11, 14, 17, 21, 24, 25, 27, 28, 29, 36, 40, 41, 46]"
10,-45.867911086485634,-23.32454368620336,96.66,"[6, 10, 15, 32]","[6, 10, 13, 15, 20, 23, 26, 32, 45]"
11,-45.96575089504276,-23.380176620435588,87.35,"[8, 9, 11, 14, 21, 25, 27, 36, 40, 41]","[0, 2, 4, 8, 9, 11, 14, 21, 25, 27, 28, 29, 31, 36, 40, 41, 43, 44, 46]"
12,-45.88743596230874,-23.276051659112557,69.01,"[12, 13, 18, 19, 20, 23, 26, 37, 42, 47]","[7, 12, 13, 18, 19, 20, 23, 26, 37, 42, 45, 47, 49]"
13,-45.891784019393754,-23.293378421456126,0.25,"[12, 13, 19, 20, 23, 26, 37]","[7, 10, 12, 13, 15, 18, 19, 20, 23, 26, 32, 37, 42, 45, 47]"
14,-45.98027474088379,-23.366197318826174,77.29,"[0, 4, 11, 14, 25, 27, 28, 41, 43]","[0, 2, 4, 8, 9, 11, 14, 21, 25, 27, 28, 29, 31, 36, 38, 39, 40, 41, 43, 44, 46]"
15,-45.851449776628165,-23.31144210601121,25.9,"[6, 10, 15, 32, 45]","[6, 10, 13, 15, 18, 20, 23, 26, 32, 45]"
16,-46.09338896817376,-23.29693285799636,38.56,"[16, 33, 35]","[1, 16, 33, 34, 35]"
17,-45.90567013069364,-23.380719261698996,93.66,"[3, 5, 17, 24]","[3, 5, 9, 17, 21, 24, 36, 40]"
18,-45.860921348438694,-23.278958284331573,40.35,"[12, 18, 20, 23, 37, 42, 45]","[12, 13, 15, 18, 19, 20, 23, 26, 32, 37, 42, 45, 47, 49]"
19,-45.90006254155415,-23.27959701832667,34.7,"[12, 13, 19, 20, 23, 26, 37, 47]","[7, 12, 13, 18, 19, 20, 23, 26, 37, 42, 47, 49]"
20,-45.887792966637114,-23.28867455569344,18.78,"[12, 13, 18, 19, 20, 23, 26, 37, 47]","[7, 10, 12, 13, 15, 18, 19, 20, 23, 26, 32, 37, 42, 45, 47]"
21,-45.94368953194295,-23.3958489143977,22.19,"[9, 11, 21, 40]","[3, 8, 9, 11, 14, 17, 21, 25, 27, 36, 40, 41, 46]"
22,-46.01194609091248,-23.301739131181616,82.27,[22],"[1, 22, 30, 34, 38, 39]"
23,-45.877135163643814,-23.28750265082019,6.12,"[12, 13, 18, 19, 20, 23, 26, 37]","[7, 10, 12, 13, 15, 18, 19, 20, 23, 26, 32, 37, 42, 45, 47]"
24,-45.90683755346094,-23.36183435458593,84.69,"[3, 5, 17, 24]","[3, 5, 9, 17, 24, 36, 40]"
25,-45.98768934436257,-23.37725328716653,12.99,"[0, 2, 4, 8, 11, 14, 25, 27, 28, 29, 31, 41, 43, 44, 46]","[0, 2, 4, 8, 9, 11, 14, 21, 25, 27, 28, 29, 31, 36, 38, 40, 41, 43, 44, 46]"
26,-45.891871590659385,-23.289011755959034,69.92,"[12, 13, 19, 20, 23, 26, 37, 47]","[7, 10, 12, 13, 15, 18, 19, 20, 23, 26, 32, 37, 42, 45, 47]"
27,-45.98837728024919,-23.38076690761124,37.67,"[0, 2, 4, 8, 11, 14, 25, 27, 28, 29, 31, 41, 43, 44, 46]","[0, 2, 4, 8, 9, 11, 14, 21, 25, 27, 28, 29, 31, 36, 38, 40, 41, 43, 44, 46]"
28,-45.98089493241617,-23.35488701818588,32.84,"[0, 14, 25, 27, 28, 38, 41, 43]","[0, 2, 4, 8, 9, 11, 14, 25, 27, 28, 29, 31, 36, 38, 39, 40, 41, 43, 44, 46]"
29,-45.99574212684794,-23.3958489143977,15.14,"[2, 4, 8, 25, 27, 29, 31, 44, 46]","[0, 2, 4, 8, 9, 11, 14, 25, 27, 28, 29, 31, 41, 43, 44, 46]"
30,-45.96716603290973,-23.306773380392503,26.82,"[30, 39, 48]","[22, 30, 39, 48]"
31,-46.01370373260891,-23.37961638418601,48.17,"[0, 2, 4, 25, 27, 29, 31, 43, 44, 46]","[0, 2, 4, 8, 11, 14, 25, 27, 28, 29, 31, 38, 41, 43, 44, 46]"
32,-45.85559227708206,-23.3176715165465,72.96,"[6, 10, 15, 32, 45]","[6, 10, 13, 15, 18, 20, 23, 26, 32, 45]"
33,-46.07081012012778,-23.30415623899607,56.95,"[1, 16, 33, 34, 35]","[1, 16, 33, 34, 35]"
34,-46.05320897631778,-23.316428758880225,44.41,"[1, 33, 34]","[1, 16, 22, 33, 34, 35]"
35,-46.085923376978215,-23.30127631010089,72.38,"[1, 16, 33, 35]","[1, 16, 33, 34, 35]"
36,-45.949115724130465,-23.360897458277197,63.92,"[9, 11, 36, 40, 41]","[0, 9, 11, 14, 17, 21, 24, 25, 27, 28, 36, 40, 41]"
37,-45.88381975826513,-23.26807724376419,10.82,"[7, 12, 13, 18, 19, 20, 23, 26, 37, 42, 47]","[7, 12, 13, 18, 19, 20, 23, 26, 37, 42, 45, 47, 49]"
38,-45.99980744944294,-23.34436438889035,23.14,"[0, 28, 38, 39, 43]","[0, 4, 14, 22, 25, 27, 28, 31, 38, 39, 41, 43, 44]"
39,-45.98660106764743,-23.324821079118447,51.66,"[30, 38, 39]","[0, 14, 22, 28, 30, 38, 39, 43, 48]"
40,-45.94590529614035,-23.369120575601627,41.92,"[9, 11, 21, 36, 40, 41]","[3, 5, 8, 9, 11, 14, 17, 21, 24, 25, 27, 28, 36, 40, 41]"
41,-45.968884562959516,-23.37592966487184,26.67,"[8, 9, 11, 14, 25, 27, 28, 36, 40, 41]","[0, 2, 4, 8, 9, 11, 14, 21, 25, 27, 28, 29, 31, 36, 38, 40, 41, 43, 44, 46]"
42,-45.873246218117316,-23.256747184289292,33.28,"[12, 18, 37, 42, 47, 49]","[7, 12, 13, 18, 19, 20, 23, 26, 37, 42, 47, 49]"
43,-46.00448054074423,-23.363597247118935,44.75,"[0, 4, 14, 25, 27, 28, 31, 38, 43, 44]","[0, 2, 4, 8, 11, 14, 25, 27, 28, 29, 31, 38, 39, 41, 43, 44, 46]"
44,-46.000050431766226,-23.38734707939143,79.13,"[0, 2, 4, 8, 25, 27, 29, 31, 43, 44, 46]","[0, 2, 4, 8, 11, 14, 25, 27, 28, 29, 31, 38, 41, 43, 44, 46]"
45,-45.847909219016074,-23.296604669215053,23.99,"[15, 18, 32, 45]","[6, 10, 12, 13, 15, 18, 20, 23, 26, 32, 37, 45]"
46,-45.992167065864216,-23.3958489143977,18.15,"[2, 4, 8, 25, 27, 29, 31, 44, 46]","[0, 2, 4, 8, 9, 11, 14, 21, 25, 27, 28, 29, 31, 41, 43, 44, 46]"
47,-45.89166951124526,-23.263443719979076,17.86,"[7, 12, 19, 20, 26, 37, 42, 47, 49]","[7, 12, 13, 18, 19, 20, 23, 26, 37, 42, 47, 49]"
48,-45.954082577041724,-23.309124280006717,91.37,"[30, 48]","[30, 39, 48]"
49,-45.883014747299335,-23.240155960105987,10.6,"[7, 42, 47, 49]","[7, 12, 18, 19, 37, 42, 47, 49]"
