local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-46.04777051411339,-23.356646286843958,8.98,"[0, 2, 21]","[0, 2, 3, 9, 12, 17, 19, 21, 28, 33, 38]"
1,-45.91957442266108,-23.39438081348834,87.63,"[1, 23, 25, 30, 34]","[1, 23, 25, 29, 30, 34, 39, 45]"
2,-46.04974529579495,-23.378935710932623,63.21,"[0, 2, 19, 21, 38]","[0, 2, 3, 9, 12, 17, 19, 21, 28, 33, 36, 38]"
3,-46.01837175995599,-23.374154408354933,59.32,"[3, 9, 12, 17, 19, 28, 33, 36]","[0, 2, 3, 4, 6, 9, 12, 17, 18, 19, 21, 27, 28, 33, 36, 38, 47]"
4,-45.973811658103095,-23.35622439747546,20.97,"[4, 15, 18]","[3, 4, 6, 9, 12, 15, 17, 18, 27, 29, 33, 36, 47]"
5,-46.12139543746096,-23.383581550060427,50.0,"[5, 40]","[5, 40, 46]"
6,-45.994114324584736,-23.389564625927036,38.52,"[6, 17, 18, 27, 28, 36, 47]","[3, 4, 6, 9, 12, 17, 18, 19, 27, 28, 33, 36, 47]"
7,-45.86841892498812,-23.360439413342732,8.64,"[7, 8, 20, 24, 32, 45]","[7, 8, 10, 20, 24, 25, 30, 32, 41, 45, 49]"
8,-45.87442690911332,-23.35463904650396,90.27,"[7, 8, 10, 20, 24, 32, 41, 45]","[7, 8, 10, 20, 24, 25, 30, 32, 39, 41, 45, 49]"
9,-46.015474138940895,-23.368831682007404,52.06,"[3, 9, 12, 17, 19, 28, 33, 36]","[0, 2, 3, 4, 6, 9, 12, 17, 18, 19, 21, 27, 28, 33, 36, 38, 47]"
10,-45.888701831702875,-23.338986274992973,1.0,"[8, 10, 20, 24, 41, 45]","[7, 8, 10, 11, 20, 24, 32, 39, 41, 45]"
11,-45.88592918558324,-23.30462573411155,10.27,"[11, 14]","[10, 11, 14, 20, 41]"
12,-46.01059808356593,-23.36295637146093,61.93,"[3, 9, 12, 17, 27, 28, 33, 36]","[0, 2, 3, 4, 6, 9, 12, 15, 17, 18, 19, 21, 27, 28, 33, 36, 47]"
13,-46.053766154187294,-23.264248326146497,97.16,"[13, 26, 48]","[13, 16, 26, 48]"
14,-45.86841055826663,-23.283388938832,22.51,"[11, 14]","[11, 14, 22, 31]"
