local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
0,-45.81883894955156,-23.36044156995664,97.31,[0],"[0, 8, 17, 29]"
1,-45.88067149662961,-23.377162189660222,20.5,"[1, 33]","[1, 8, 33, 42, 76]"
2,-46.12281418538869,-23.26514192732954,61.99,"[2, 7, 31, 63]","[2, 7, 9, 14, 31, 49, 50, 63, 78]"
3,-46.004925422925275,-23.222843455380218,72.13,"[3, 21, 37, 62, 90]","[3, 21, 24, 32, 37, 62, 68, 81, 90]"
4,-45.97314008839808,-23.393892537574708,70.43,"[4, 36, 46, 47, 70, 71, 72, 75]","[4, 25, 27, 34, 36, 38, 39, 41, 46, 47, 58, 70, 71, 72, 75]"
5,-45.90346104904118,-23.214260245019524,6.3,"[5, 18, 30, 55, 79, 91]","[5, 18, 20, 30, 54, 55, 79, 86, 91, 96]"
6,-45.836554849964664,-23.283248407753728,5.87,"[6, 15, 40, 56, 59, 64, 69, 77, 87, 95]","[6, 10, 15, 29, 40, 45, 56, 59, 64, 69, 77, 84, 87, 95]"
7,-46.102523001872946,-23.2475428414861,4.82,"[2, 7, 14, 50, 63, 78]","[2, 7, 14, 31, 50, 63, 78, 94]"
8,-45.86062762230818,-23.339135220815777,27.94,"[8, 42, 76]","[0, 1, 8, 29, 33, 42, 56, 76]"
9,-46.112490543117765,-23.30380738074264,33.17,"[9, 31, 49]","[2, 9, 31, 49, 73]"
10,-45.86602644700677,-23.281981193788823,98.6,"[10, 56, 64, 80, 95]","[6, 10, 56, 64, 66, 69, 77, 80, 87, 88, 95]"
11,-45.81883894955156,-23.20207212374724,66.37,"[11, 35, 51, 92]","[11, 26, 35, 51, 92, 96]"
12,-46.07014751717988,-23.3958489143977,76.02,"[12, 19, 60, 74]","[12, 19, 23, 43, 60, 74]"
13,-45.91837364232499,-23.320175669043927,72.78,"[13, 82, 98]","[13, 16, 42, 48, 76, 82, 93, 98, 99]"
14,-46.105698720512144,-23.226208908727607,57.11,"[7, 14, 50, 63]","[2, 7, 14, 50, 63, 78]"
15,-45.81883894955156,-23.301223095375587,85.04,"[6, 15, 29, 40, 59, 69, 77, 87, 95]","[6, 15, 29, 40, 56, 59, 64, 69, 77, 87, 95]"
16,-45.94434866603405,-23.30204293273024,92.16,"[16, 28, 82, 93, 97, 98]","[13, 16, 28, 48, 53, 82, 93, 97, 98]"
17,-45.81883894955156,-23.3958489143977,75.13,[17],"[0, 17]"
18,-45.9288049077686,-23.21951033928879,8.28,"[5, 18, 20, 30, 79, 86, 91]","[5, 18, 20, 30, 79, 81, 86, 91]"
19,-46.0672955246088,-23.385474559137702,20.33,"[12, 19, 43, 60, 74]","[12, 19, 23, 43, 57, 60, 74, 89]"
20,-45.94571151572959,-23.20207212374724,12.19,"[18, 20, 86]","[5, 18, 20, 79, 81, 86, 91]"
21,-46.02253358767969,-23.2038525995647,11.54,"[3, 21, 37, 62, 90]","[3, 21, 22, 24, 37, 62, 90]"
22,-46.05999777817695,-23.20207212374724,23.7,[22],"[21, 22, 62, 90]"
23,-46.038530277724185,-23.367361112855935,85.03,"[23, 43, 44, 89]","[12, 19, 23, 25, 27, 38, 41, 43, 44, 52, 58, 65, 83, 85, 89]"
24,-46.033426239518654,-23.241400007989718,29.06,"[24, 32, 37, 62, 68]","[3, 21, 24, 32, 37, 62, 68, 90, 94]"
25,-45.99462837230525,-23.368255211537765,2.47,"[25, 27, 38, 44, 58]","[4, 23, 25, 27, 34, 36, 38, 41, 44, 46, 47, 58, 70, 72, 83, 85]"
26,-45.84883859996081,-23.237151236695425,20.08,"[26, 54, 92]","[11, 26, 35, 45, 51, 54, 64, 80, 84, 88, 92, 96]"
27,-45.9944801092783,-23.359290689897552,12.94,"[25, 27, 38, 44, 58, 85]","[4, 23, 25, 27, 34, 36, 38, 41, 44, 47, 58, 70, 72, 83, 85]"
28,-45.96492651720502,-23.283146263875242,32.83,"[16, 28, 97]","[16, 28, 53, 82, 93, 97]"
29,-45.81883894955156,-23.32281632450328,63.66,"[15, 29, 40, 59, 69]","[0, 6, 8, 15, 29, 40, 59, 69, 95]"
30,-45.902437009517456,-23.22553730070574,36.6,"[5, 18, 30, 79, 91]","[5, 18, 30, 54, 55, 66, 79, 80, 88, 91, 96]"
31,-46.12281418538869,-23.28518551272599,98.88,"[2, 9, 31, 49]","[2, 7, 9, 31, 49, 78]"
32,-46.02277999652984,-23.258740369408624,96.25,"[24, 32, 68]","[3, 24, 32, 37, 62, 68, 94]"
33,-45.87863455694744,-23.360688903750653,50.91,"[1, 33, 76]","[1, 8, 33, 42, 76]"
34,-45.95206789609603,-23.36228988974309,22.23,"[34, 39, 47, 48, 99]","[4, 25, 27, 34, 39, 46, 47, 48, 70, 71, 72, 75, 99]"
35,-45.81883894955156,-23.20207212374724,51.82,"[11, 35, 51, 92]","[11, 26, 35, 51, 92, 96]"
36,-45.999474348274795,-23.3958489143977,86.1,"[4, 36, 38, 41, 58, 70, 72]","[4, 25, 27, 36, 38, 41, 44, 46, 47, 58, 70, 72, 75]"
37,-46.01732544612708,-23.224782633934353,32.17,"[3, 21, 24, 37, 62, 90]","[3, 21, 24, 32, 37, 62, 68, 81, 90]"
38,-46.011178257608286,-23.37729279752497,46.54,"[25, 27, 36, 38, 41, 44, 58]","[4, 23, 25, 27, 36, 38, 41, 44, 47, 58, 70, 72, 83, 85]"
39,-45.9448367123555,-23.373159542978367,41.36,"[34, 39, 47, 71, 75, 99]","[4, 34, 39, 46, 47, 48, 70, 71, 72, 75, 99]"
40,-45.81883894955156,-23.30340852963216,41.82,"[6, 15, 29, 40, 59, 69, 87, 95]","[6, 15, 29, 40, 56, 59, 64, 69, 77, 87, 95]"
41,-46.00638784703478,-23.3958489143977,10.28,"[36, 38, 41, 44, 58, 72]","[4, 23, 25, 27, 36, 38, 41, 44, 46, 47, 58, 70, 72]"
42,-45.887471234234,-23.333188385290285,26.83,"[8, 42, 76]","[1, 8, 13, 33, 42, 76, 98, 99]"
43,-46.06384778407143,-23.36571594819494,63.35,"[19, 23, 43, 57, 89]","[12, 19, 23, 43, 44, 52, 57, 60, 65, 74, 89]"
44,-46.01843869944603,-23.371843939754044,45.61,"[23, 25, 27, 38, 41, 44, 58]","[23, 25, 27, 36, 38, 41, 43, 44, 58, 72, 83, 85, 89]"
45,-45.81883894955156,-23.252759368408295,45.83,"[45, 77, 84, 87]","[6, 26, 45, 64, 77, 84, 87, 92, 95]"
46,-45.96463796233272,-23.3958489143977,0.81,"[4, 46, 47, 70, 71, 72, 75]","[4, 25, 34, 36, 39, 41, 46, 47, 58, 70, 71, 72, 75]"
47,-45.96568395339942,-23.373274378212397,7.53,"[4, 34, 39, 46, 47, 70, 71, 72, 75]","[4, 25, 27, 34, 36, 38, 39, 41, 46, 47, 48, 58, 70, 71, 72, 75, 99]"
48,-45.94370437393922,-23.337503539595033,31.0,"[34, 48, 99]","[13, 16, 34, 39, 47, 48, 53, 82, 93, 98, 99]"
49,-46.12281418538869,-23.301076993993703,86.48,"[9, 31, 49]","[2, 9, 31, 49, 73]"
50,-46.12281418538869,-23.231327376461316,39.87,"[7, 14, 50, 63]","[2, 7, 14, 50, 63, 78]"
51,-45.84652580599042,-23.20956829726666,34.94,"[11, 35, 51, 54, 92, 96]","[11, 26, 35, 51, 54, 55, 92, 96]"
52,-46.051018124093396,-23.32677359673401,29.97,"[52, 65, 67, 89]","[23, 43, 52, 57, 65, 67, 73, 83, 85, 89]"
53,-45.982625131511455,-23.31480161836545,36.26,[53],"[16, 28, 48, 53, 83, 85, 97]"
54,-45.8663338270705,-23.220107801001244,19.39,"[26, 51, 54, 55, 96]","[5, 26, 30, 51, 54, 55, 79, 88, 91, 92, 96]"
55,-45.88081529807626,-23.20207212374724,47.24,"[5, 54, 55, 96]","[5, 30, 51, 54, 55, 79, 91, 96]"
56,-45.859773506360106,-23.29597291213349,96.06,"[6, 10, 56, 95]","[6, 8, 10, 15, 40, 56, 59, 64, 69, 77, 80, 87, 88, 95]"
57,-46.08711149244728,-23.352578598256656,74.14,"[43, 57]","[19, 43, 52, 57, 60, 61, 65, 67, 73, 74, 89]"
58,-46.00429822372112,-23.372374965218174,17.19,"[25, 27, 36, 38, 41, 44, 58]","[4, 23, 25, 27, 36, 38, 41, 44, 46, 47, 58, 70, 72, 83, 85]"
59,-45.81883894955156,-23.298393370032482,39.63,"[6, 15, 29, 40, 59, 69, 77, 87, 95]","[6, 15, 29, 40, 56, 59, 64, 69, 77, 87, 95]"
60,-46.08925552784143,-23.38875901513642,17.89,"[12, 19, 60, 74]","[12, 19, 43, 57, 60, 61, 74]"
61,-46.12246652384694,-23.37970258780089,83.31,[61],"[57, 60, 61, 74]"
62,-46.023807909182345,-23.224251531563297,81.94,"[3, 21, 24, 37, 62, 68, 90]","[3, 21, 22, 24, 32, 37, 62, 68, 90]"
63,-46.12281418538869,-23.238291613521728,70.3,"[2, 7, 14, 50, 63]","[2, 7, 14, 50, 63, 78]"
64,-45.84598523940369,-23.26950813909718,6.07,"[6, 10, 64, 77, 87, 95]","[6, 10, 15, 26, 40, 45, 56, 59, 64, 69, 77, 80, 84, 87, 88, 95]"
65,-46.057708260232005,-23.32981272205122,81.89,"[52, 65, 67, 89]","[23, 43, 52, 57, 65, 67, 73, 83, 89]"
66,-45.89523280950002,-23.264685500703568,6.09,"[66, 80, 88]","[10, 30, 66, 79, 80, 88]"
67,-46.060043371146634,-23.319023296170776,96.39,"[52, 65, 67, 73]","[52, 57, 65, 67, 73, 89]"
68,-46.03901006097347,-23.24708856563475,27.26,"[24, 32, 62, 68]","[3, 24, 32, 37, 62, 68, 94]"
